Natureza,Janeiro,Fevereiro,Marco,Abril,Maio,Junho,Julho,Agosto,Setembro,Outubro,Novembro,Dezembro,Total
HOMICÍDIO DOLOSO (2),3,3,0,0,3,3,1,2,2,1,0,2,20.0
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO (3),3,3,0,0,2,3,1,2,1,1,0,2,18.0
HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,0,0,0,0,0,0,0,0,0,0,0,0,0.0
HOMICÍDIO CULPOSO POR ACIDENTE DE TRÂNSITO,1,0,1,0,1,3,2,4,0,2,0,0,14.0
HOMICÍDIO CULPOSO OUTROS,0,0,0,0,0,0,0,0,0,0,0,0,0.0
TENTATIVA DE HOMICÍDIO,0,0,1,0,1,5,3,1,3,3,2,2,21.0
LESÃO CORPORAL SEGUIDA DE MORTE,0,0,0,0,0,0,0,0,0,0,0,0,0.0
LESÃO CORPORAL DOLOSA,16,25,31,22,31,30,28,30,42,30,22,31,338.0
LESÃO CORPORAL CULPOSA POR ACIDENTE DE TRÂNSITO,20,43,45,32,37,41,36,36,36,48,45,47,466.0
LESÃO CORPORAL CULPOSA - OUTRAS,2,2,1,2,6,1,0,3,4,3,1,2,27.0
LATROCÍNIO,0,0,0,0,1,0,0,1,0,0,0,0,2.0
Nº DE VÍTIMAS EM LATROCÍNIO,0,0,0,0,1,0,0,1,1,0,0,0,3.0
TOTAL DE ESTUPRO (4),0,0,1,4,1,0,0,1,3,0,0,1,11.0
TOTAL DE ROUBO - OUTROS (1),79,67,82,99,92,98,101,108,105,105,104,94,1134.0
ROUBO DE VEÍCULO,38,37,57,54,47,32,40,30,47,28,28,45,483.0
ROUBO A BANCO,1,0,0,0,0,0,0,0,0,0,0,0,1.0
ROUBO DE CARGA,2,1,2,2,3,3,2,1,0,3,2,2,23.0
FURTO - OUTROS,132,124,133,134,108,109,130,137,158,157,164,133,1619.0
FURTO DE VEÍCULO,54,56,59,37,53,42,67,47,51,36,42,39,583.0
