Natureza,Janeiro,Fevereiro,Marco,Abril,Maio,Junho,Julho,Agosto,Setembro,Outubro,Novembro,Dezembro,Total
HOMICÍDIO DOLOSO (2),1,2,0,1,1,0,0,0,1,1,2,1,10.0
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO (3),1,2,0,1,1,0,0,0,1,1,2,1,10.0
HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,0,0,0,0,0,0,0,0,0,1,0,0,1.0
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,0,0,0,0,0,0,0,0,0,1,0,0,1.0
HOMICÍDIO CULPOSO POR ACIDENTE DE TRÂNSITO,0,0,0,0,1,1,1,0,1,0,0,0,4.0
HOMICÍDIO CULPOSO OUTROS,0,0,0,0,0,0,0,0,0,0,0,0,0.0
TENTATIVA DE HOMICÍDIO,4,0,0,0,2,1,1,2,1,0,1,1,13.0
LESÃO CORPORAL SEGUIDA DE MORTE,0,0,0,0,0,0,0,0,0,0,0,0,0.0
LESÃO CORPORAL DOLOSA,16,26,20,18,13,14,22,13,15,22,17,13,209.0
LESÃO CORPORAL CULPOSA POR ACIDENTE DE TRÂNSITO,22,23,22,21,18,22,32,32,22,23,27,20,284.0
LESÃO CORPORAL CULPOSA - OUTRAS,0,0,0,0,0,0,1,0,1,0,0,0,2.0
LATROCÍNIO,0,0,0,0,0,0,1,0,0,0,0,0,1.0
Nº DE VÍTIMAS EM LATROCÍNIO,0,0,0,0,0,0,1,0,0,0,0,0,1.0
TOTAL DE ESTUPRO (4),1,0,1,0,2,0,0,0,3,2,1,0,10.0
ESTUPRO DE VULNERÁVEL,0,0,0,0,0,0,0,0,3,2,0,0,5.0
TOTAL DE ROUBO - OUTROS (1),109,175,145,106,105,112,101,110,184,148,102,122,1519.0
ROUBO DE VEÍCULO,54,40,45,41,29,29,29,38,39,74,44,75,537.0
ROUBO A BANCO,0,0,0,0,0,0,0,0,0,0,0,0,0.0
ROUBO DE CARGA,2,4,4,5,5,6,3,4,8,11,11,9,72.0
FURTO - OUTROS,152,207,229,129,138,149,141,119,171,113,112,118,1778.0
FURTO DE VEÍCULO,34,41,36,37,52,61,33,48,38,33,46,39,498.0
