Natureza,Janeiro,Fevereiro,Marco,Abril,Maio,Junho,Julho,Agosto,Setembro,Outubro,Novembro,Dezembro,Total
HOMICÍDIO DOLOSO (2),2,4,1,2,1,0,1,0,0,3,0,1,15.0
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO (3),2,5,1,4,1,0,1,0,0,3,0,1,18.0
HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,0,0,0,1,0,0,0,0,0,0,0,0,1.0
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,0,0,0,1,0,0,0,0,0,0,0,0,1.0
HOMICÍDIO CULPOSO POR ACIDENTE DE TRÂNSITO,0,1,1,0,0,0,1,0,0,0,0,0,3.0
HOMICÍDIO CULPOSO OUTROS,0,0,0,0,0,0,0,0,0,0,0,0,0.0
TENTATIVA DE HOMICÍDIO,0,0,2,1,0,3,0,0,2,1,1,0,10.0
LESÃO CORPORAL SEGUIDA DE MORTE,0,0,0,0,0,0,0,0,0,1,0,0,1.0
LESÃO CORPORAL DOLOSA,25,17,12,16,14,10,16,21,16,14,9,17,187.0
LESÃO CORPORAL CULPOSA POR ACIDENTE DE TRÂNSITO,8,9,17,16,14,6,12,11,16,12,8,13,142.0
LESÃO CORPORAL CULPOSA - OUTRAS,1,3,2,2,0,1,1,1,0,0,0,0,11.0
LATROCÍNIO,0,0,0,0,0,1,0,0,0,0,0,0,1.0
Nº DE VÍTIMAS EM LATROCÍNIO,0,0,0,0,0,1,0,0,0,0,0,0,1.0
TOTAL DE ESTUPRO (4),3,2,1,0,2,0,0,0,2,3,0,0,13.0
ESTUPRO,3,1,1,0,1,0,0,0,1,0,0,0,7.0
ESTUPRO DE VULNERÁVEL,0,1,0,0,1,0,0,0,1,3,0,0,6.0
TOTAL DE ROUBO - OUTROS (1),177,133,153,142,151,145,131,121,118,97,85,90,1543.0
ROUBO - OUTROS,166,125,143,135,137,134,114,107,104,79,72,79,1395.0
ROUBO DE VEÍCULO,25,28,19,27,15,21,17,14,18,20,16,21,241.0
ROUBO A BANCO,0,0,0,0,0,0,0,0,0,0,0,0,0.0
ROUBO DE CARGA,11,8,10,7,14,11,17,14,14,18,13,11,148.0
FURTO - OUTROS,88,95,90,80,80,72,94,112,95,113,84,66,1069.0
FURTO DE VEÍCULO,45,52,48,46,40,28,25,38,38,39,36,27,462.0
