Natureza,Janeiro,Fevereiro,Marco,Abril,Maio,Junho,Julho,Agosto,Setembro,Outubro,Novembro,Dezembro,Total
HOMICÍDIO DOLOSO (2),4,3,2,5,0,9,7,2,2,2,4,8,48
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO (3),5,3,2,5,0,9,7,3,2,4,4,8,52
HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,0,0,0,0,0,0,0,0,0,0,0,0,0
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,0,0,0,0,0,0,0,0,0,0,0,0,0
HOMICÍDIO CULPOSO POR ACIDENTE DE TRÂNSITO,3,0,3,4,1,1,0,2,3,1,0,2,20
HOMICÍDIO CULPOSO OUTROS,0,0,0,0,0,0,0,0,0,0,0,0,0
TENTATIVA DE HOMICÍDIO,6,7,3,5,2,3,3,3,4,3,1,3,43
LESÃO CORPORAL SEGUIDA DE MORTE,0,0,0,0,0,0,0,0,0,0,0,0,0
LESÃO CORPORAL DOLOSA,10,19,7,17,17,17,19,7,8,15,23,24,183
LESÃO CORPORAL CULPOSA POR ACIDENTE DE TRÂNSITO,11,21,27,21,29,25,15,16,23,19,23,24,254
LESÃO CORPORAL CULPOSA - OUTRAS,2,0,0,1,0,0,1,0,2,0,1,3,10
LATROCÍNIO,0,0,0,2,0,0,0,0,0,0,0,0,2
Nº DE VÍTIMAS EM LATROCÍNIO,0,0,0,2,0,0,0,0,0,0,0,0,2
TOTAL DE ESTUPRO (4),0,0,1,3,0,0,0,1,0,0,1,2,8
TOTAL DE ROUBO - OUTROS (1),77,58,51,76,48,60,77,57,49,43,52,57,705
ROUBO DE VEÍCULO,42,44,34,48,32,36,33,45,26,23,22,14,399
ROUBO A BANCO,0,1,0,0,0,0,0,0,0,0,0,0,1
ROUBO DE CARGA,0,0,0,0,0,0,0,0,0,0,0,0,0
FURTO - OUTROS,72,103,60,63,41,65,68,69,60,59,53,42,755
FURTO DE VEÍCULO,45,42,29,51,34,40,45,30,24,25,24,23,412
