Natureza,Janeiro,Fevereiro,Marco,Abril,Maio,Junho,Julho,Agosto,Setembro,Outubro,Novembro,Dezembro,Total
HOMICÍDIO DOLOSO (2),0,1,2,7,2,2,2,1,0,3,2,2,24.0
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO (3),0,2,2,6,2,2,3,1,0,3,2,2,25.0
HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,0,0,0,0,0,0,0,0,0,0,0,0,0.0
HOMICÍDIO CULPOSO POR ACIDENTE DE TRÂNSITO,1,2,2,2,6,1,3,0,3,2,2,2,26.0
HOMICÍDIO CULPOSO OUTROS,0,0,0,0,0,0,0,0,0,0,0,0,0.0
TENTATIVA DE HOMICÍDIO,5,2,0,3,2,0,2,1,2,1,2,4,24.0
LESÃO CORPORAL SEGUIDA DE MORTE,0,0,0,0,0,0,0,0,0,0,0,0,0.0
LESÃO CORPORAL DOLOSA,18,12,27,29,28,24,28,21,15,22,26,34,284.0
LESÃO CORPORAL CULPOSA POR ACIDENTE DE TRÂNSITO,22,25,22,32,41,29,28,35,29,38,30,42,373.0
LESÃO CORPORAL CULPOSA - OUTRAS,1,0,2,0,0,0,1,0,0,0,0,0,4.0
LATROCÍNIO,1,0,0,0,0,0,0,0,0,0,0,0,1.0
Nº DE VÍTIMAS EM LATROCÍNIO,0,0,0,0,0,0,0,0,0,0,0,0,0.0
TOTAL DE ESTUPRO (4),0,0,1,3,1,3,2,2,1,3,0,4,20.0
TOTAL DE ROUBO - OUTROS (1),68,53,55,75,76,89,72,71,63,62,57,71,812.0
ROUBO DE VEÍCULO,24,21,26,20,42,36,39,30,43,36,38,36,391.0
ROUBO A BANCO,0,0,0,0,0,0,0,0,0,0,0,0,0.0
ROUBO DE CARGA,17,10,13,12,17,14,14,16,17,13,14,13,170.0
FURTO - OUTROS,76,88,70,66,92,109,92,83,79,98,71,80,1.004
FURTO DE VEÍCULO,33,34,31,30,25,37,29,31,36,42,23,19,370.0
