Natureza,Janeiro,Fevereiro,Marco,Abril,Maio,Junho,Julho,Agosto,Setembro,Outubro,Novembro,Dezembro,Total
HOMICÍDIO DOLOSO (2),2,1,1,1,0,1,0,0,0,1,3,1,11.0
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO (3),2,1,1,1,0,1,0,0,0,1,3,1,11.0
HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,0,0,0,0,0,0,0,0,0,0,0,0,0.0
HOMICÍDIO CULPOSO POR ACIDENTE DE TRÂNSITO,0,0,0,2,3,0,1,2,0,0,0,0,8.0
HOMICÍDIO CULPOSO OUTROS,0,0,0,0,0,0,0,0,0,0,0,0,0.0
TENTATIVA DE HOMICÍDIO,3,0,0,3,0,2,1,2,0,1,0,1,13.0
LESÃO CORPORAL SEGUIDA DE MORTE,0,0,0,0,0,0,0,0,0,0,0,0,0.0
LESÃO CORPORAL DOLOSA,43,53,53,42,47,53,52,44,68,51,53,56,615.0
LESÃO CORPORAL CULPOSA POR ACIDENTE DE TRÂNSITO,21,9,9,13,14,18,20,17,12,21,10,14,178.0
LESÃO CORPORAL CULPOSA - OUTRAS,0,0,0,0,0,0,1,0,0,0,0,0,1.0
LATROCÍNIO,0,0,0,0,0,0,1,0,0,0,0,0,1.0
Nº DE VÍTIMAS EM LATROCÍNIO,0,0,0,0,0,0,1,0,0,0,0,0,1.0
TOTAL DE ESTUPRO (4),5,7,3,6,7,9,4,7,11,8,8,5,80.0
ESTUPRO,1,2,2,1,3,4,0,2,2,4,1,2,24.0
ESTUPRO DE VULNERÁVEL,4,5,1,5,4,5,4,5,9,4,7,3,56.0
TOTAL DE ROUBO - OUTROS (1),148,143,143,127,139,97,128,122,87,107,96,93,1.43
ROUBO - OUTROS,144,141,134,120,127,88,110,113,79,98,82,89,1.325
ROUBO DE VEÍCULO,19,7,18,14,13,13,9,16,13,14,16,15,167.0
ROUBO A BANCO,0,0,0,0,0,0,0,0,0,0,0,0,0.0
ROUBO DE CARGA,4,2,9,7,12,9,18,9,8,9,14,4,105.0
FURTO - OUTROS,139,137,180,185,177,147,170,154,154,172,131,130,1.876
FURTO DE VEÍCULO,27,23,17,12,30,33,34,21,35,33,26,30,321.0
