Natureza,Janeiro,Fevereiro,Marco,Abril,Maio,Junho,Julho,Agosto,Setembro,Outubro,Novembro,Dezembro,Total
HOMICÍDIO DOLOSO (2),0,1,0,0,0,0,0,0,0,0,0,0,1
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO (3),0,1,0,0,0,0,0,0,0,0,0,0,1
HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,0,0,0,0,0,0,0,0,0,0,0,0,0
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,0,0,0,0,0,0,0,0,0,0,0,0,0
HOMICÍDIO CULPOSO POR ACIDENTE DE TRÂNSITO,0,0,0,0,0,0,0,0,0,0,0,0,0
HOMICÍDIO CULPOSO OUTROS,0,1,0,0,0,0,0,0,0,0,0,0,1
TENTATIVA DE HOMICÍDIO,0,1,0,0,0,0,0,0,0,0,0,0,1
LESÃO CORPORAL DOLOSA,21,20,27,21,11,12,11,14,14,11,11,9,182
LESÃO CORPORAL CULPOSA POR ACIDENTE DE TRÂNSITO,1,5,12,6,3,8,4,6,4,5,5,3,62
LESÃO CORPORAL CULPOSA - OUTRAS,0,0,3,0,0,0,0,0,4,2,1,1,11
LATROCÍNIO,1,0,0,0,0,0,0,0,0,0,0,0,1
Nº DE VÍTIMAS EM LATROCÍNIO,1,0,0,0,0,0,0,0,0,0,0,0,1
TOTAL DE ESTUPRO (4),1,0,0,1,0,0,0,1,0,0,0,0,3
TOTAL DE ROUBO - OUTROS (1),35,24,46,32,24,23,25,23,35,38,26,46,377
ROUBO - OUTROS,...,...,...,...,...,...,...,...,...,...,...,...,26
ROUBO DE VEÍCULO,13,12,26,28,9,15,11,9,6,8,9,12,158
ROUBO A BANCO,0,0,0,0,0,0,0,0,0,0,0,0,0
ROUBO DE CARGA,0,1,1,0,2,0,0,1,1,1,0,6,13
FURTO - OUTROS,60,46,66,57,53,36,53,56,57,53,44,56,637
FURTO DE VEÍCULO,60,59,67,52,42,32,57,58,41,51,53,26,598
