Natureza,Janeiro,Fevereiro,Marco,Abril,Maio,Junho,Julho,Agosto,Setembro,Outubro,Novembro,Dezembro,Total
HOMICÍDIO DOLOSO (2),0,0,1,2,0,0,0,0,1,1,0,0,5.0
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO (3),0,0,1,2,0,0,0,0,1,1,0,0,5.0
HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,0,0,0,0,0,0,0,0,0,0,0,0,0.0
HOMICÍDIO CULPOSO POR ACIDENTE DE TRÂNSITO,0,0,0,0,3,0,0,0,0,0,0,0,3.0
HOMICÍDIO CULPOSO OUTROS,0,0,0,0,0,0,0,0,0,0,0,0,0.0
TENTATIVA DE HOMICÍDIO,2,0,1,0,2,1,0,0,1,0,0,1,8.0
LESÃO CORPORAL SEGUIDA DE MORTE,0,0,0,0,0,0,0,0,0,0,0,0,0.0
LESÃO CORPORAL DOLOSA,23,17,19,18,23,24,19,21,16,21,23,20,244.0
LESÃO CORPORAL CULPOSA POR ACIDENTE DE TRÂNSITO,11,9,8,15,15,16,14,16,9,13,13,8,147.0
LESÃO CORPORAL CULPOSA - OUTRAS,1,1,0,0,1,0,0,1,0,1,3,0,8.0
LATROCÍNIO,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Nº DE VÍTIMAS EM LATROCÍNIO,0,0,0,0,0,0,0,0,0,0,0,0,0.0
TOTAL DE ESTUPRO (4),2,3,3,1,2,0,3,2,3,3,1,1,24.0
ESTUPRO,1,1,1,0,1,0,1,1,1,0,1,0,8.0
ESTUPRO DE VULNERÁVEL,1,2,2,1,1,0,2,1,2,3,0,1,16.0
TOTAL DE ROUBO - OUTROS (1),72,56,96,79,83,89,81,93,85,96,91,111,1.032
ROUBO - OUTROS,70,55,96,77,83,89,80,92,84,93,90,110,1.019
ROUBO DE VEÍCULO,27,16,17,21,21,23,29,27,18,16,18,18,251.0
ROUBO A BANCO,0,0,0,0,0,0,0,0,0,0,0,0,0.0
ROUBO DE CARGA,2,1,0,2,0,0,1,1,1,3,1,1,13.0
FURTO - OUTROS,81,93,106,106,128,131,106,118,118,151,157,122,1.417
FURTO DE VEÍCULO,21,19,21,21,32,44,32,32,27,30,34,21,334.0
