Natureza,Janeiro,Fevereiro,Marco,Abril,Maio,Junho,Julho,Agosto,Setembro,Outubro,Novembro,Dezembro,Total
HOMICÍDIO DOLOSO (2),0,1,1,1,0,0,0,0,0,0,0,1,4.0
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO (3),0,1,1,1,0,0,0,0,0,0,0,1,4.0
HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,0,0,0,0,0,0,0,0,0,0,0,0,0.0
HOMICÍDIO CULPOSO POR ACIDENTE DE TRÂNSITO,0,1,1,1,0,1,0,1,0,0,1,1,7.0
HOMICÍDIO CULPOSO OUTROS,0,0,0,0,0,0,0,0,0,0,0,0,0.0
TENTATIVA DE HOMICÍDIO,0,0,1,0,0,0,1,1,1,0,0,0,4.0
LESÃO CORPORAL SEGUIDA DE MORTE,0,0,0,0,0,0,0,0,0,0,0,0,0.0
LESÃO CORPORAL DOLOSA,23,24,19,17,7,10,23,26,20,22,24,18,233.0
LESÃO CORPORAL CULPOSA POR ACIDENTE DE TRÂNSITO,8,7,8,1,1,7,11,7,9,7,2,8,76.0
LESÃO CORPORAL CULPOSA - OUTRAS,1,1,1,1,0,0,0,0,0,1,0,0,5.0
LATROCÍNIO,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Nº DE VÍTIMAS EM LATROCÍNIO,0,0,0,0,0,0,0,0,0,0,0,0,0.0
TOTAL DE ESTUPRO (4),0,1,4,1,0,2,1,2,1,2,0,1,15.0
ESTUPRO,0,0,2,1,0,0,1,0,0,0,0,0,4.0
ESTUPRO DE VULNERÁVEL,0,1,2,0,0,2,0,2,1,2,0,1,11.0
TOTAL DE ROUBO - OUTROS (1),88,92,80,86,75,70,68,73,43,56,91,94,916.0
ROUBO - OUTROS,88,92,79,86,74,70,66,73,43,56,90,94,911.0
ROUBO DE VEÍCULO,15,18,18,5,8,5,5,6,7,6,6,23,122.0
ROUBO A BANCO,0,0,0,0,0,0,0,0,0,0,0,0,0.0
ROUBO DE CARGA,0,0,1,0,1,0,2,0,0,0,1,0,5.0
FURTO - OUTROS,188,222,139,63,76,120,138,121,131,157,190,200,1745.0
FURTO DE VEÍCULO,21,39,25,10,20,28,25,21,24,12,13,17,255.0
