Natureza,Janeiro,Fevereiro,Marco,Abril,Maio,Junho,Julho,Agosto,Setembro,Outubro,Novembro,Dezembro,Total
HOMICÍDIO DOLOSO (2),2,1,4,2,2,0,1,4,2,3,0,1,22
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO (3),2,1,3,3,2,0,3,4,1,3,1,1,24
HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,0,0,0,0,0,0,0,0,0,0,0,0,0
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,0,0,0,0,0,0,0,0,0,0,0,0,0
HOMICÍDIO CULPOSO POR ACIDENTE DE TRÂNSITO,0,0,1,0,0,1,0,0,0,0,0,1,3
HOMICÍDIO CULPOSO OUTROS,0,0,0,0,0,0,0,0,0,0,0,0,0
TENTATIVA DE HOMICÍDIO,1,5,3,0,0,0,1,3,5,1,1,5,25
LESÃO CORPORAL SEGUIDA DE MORTE,0,0,0,0,0,0,0,0,0,0,0,0,0
LESÃO CORPORAL DOLOSA,24,35,23,15,26,20,23,30,24,12,16,32,280
LESÃO CORPORAL CULPOSA POR ACIDENTE DE TRÂNSITO,14,13,7,8,20,10,10,14,11,11,12,16,146
LESÃO CORPORAL CULPOSA - OUTRAS,0,0,1,0,0,0,0,0,0,0,0,0,1
LATROCÍNIO,0,0,0,0,0,1,0,0,0,0,0,0,1
Nº DE VÍTIMAS EM LATROCÍNIO,0,0,0,0,0,1,0,0,1,0,0,0,2
TOTAL DE ESTUPRO (4),0,0,0,1,0,2,0,0,2,0,0,1,6
TOTAL DE ROUBO - OUTROS (1),71,61,75,87,58,75,69,74,60,62,57,65,814
ROUBO DE VEÍCULO,18,26,17,17,15,25,16,19,12,26,15,26,232
ROUBO A BANCO,0,0,0,0,0,1,0,1,1,0,0,0,3
ROUBO DE CARGA,0,1,0,0,0,1,1,0,0,0,0,0,3
FURTO - OUTROS,76,56,74,71,58,67,73,62,63,59,66,85,810
FURTO DE VEÍCULO,37,32,36,33,46,41,36,39,27,47,27,20,421
