Natureza,Janeiro,Fevereiro,Marco,Abril,Maio,Junho,Julho,Agosto,Setembro,Outubro,Novembro,Dezembro,Total
HOMICÍDIO DOLOSO (2),0,2,0,1,0,1,1,1,2,0,1,0,9.0
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO (3),0,2,0,1,0,1,1,1,2,0,1,0,9.0
HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,0,0,0,0,0,0,0,0,0,0,0,0,0.0
HOMICÍDIO CULPOSO POR ACIDENTE DE TRÂNSITO,0,0,0,1,1,0,1,0,1,0,0,0,4.0
HOMICÍDIO CULPOSO OUTROS,0,0,0,1,0,0,0,0,0,0,0,0,1.0
TENTATIVA DE HOMICÍDIO,1,0,0,0,0,0,2,0,2,0,2,0,7.0
LESÃO CORPORAL DOLOSA,6,17,17,19,19,30,18,28,30,25,18,33,260.0
LESÃO CORPORAL CULPOSA POR ACIDENTE DE TRÂNSITO,27,29,27,35,48,50,40,44,34,44,31,29,438.0
LESÃO CORPORAL CULPOSA - OUTRAS,9,0,9,1,0,0,3,2,1,3,2,1,31.0
LATROCÍNIO,0,0,0,0,0,1,0,0,0,0,0,0,1.0
Nº DE VÍTIMAS EM LATROCÍNIO,0,0,0,0,0,1,0,0,0,0,0,0,1.0
TOTAL DE ESTUPRO (4),0,0,2,0,0,1,1,0,0,0,1,4,9.0
TOTAL DE ROUBO - OUTROS (1),170,140,237,191,214,174,194,179,265,144,147,149,2204.0
ROUBO DE VEÍCULO,62,87,79,76,45,52,37,64,46,76,57,59,740.0
ROUBO A BANCO,0,0,1,0,0,1,0,0,0,1,0,1,4.0
ROUBO DE CARGA,1,0,1,0,0,0,0,0,2,0,0,1,5.0
FURTO - OUTROS,229,220,211,173,191,191,337,295,418,249,202,280,2996.0
FURTO DE VEÍCULO,110,88,68,86,58,78,77,110,113,99,75,91,1053.0
