Natureza,Janeiro,Fevereiro,Marco,Abril,Maio,Junho,Julho,Agosto,Setembro,Outubro,Novembro,Dezembro,Total
HOMICÍDIO DOLOSO (2),0,0,0,0,0,1,1,0,1,1,0,0,4.0
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO (3),0,0,0,0,0,1,1,0,1,1,0,0,4.0
HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,0,0,0,0,0,0,0,0,0,0,0,0,0.0
HOMICÍDIO CULPOSO POR ACIDENTE DE TRÂNSITO,1,1,0,1,0,0,0,2,0,0,0,0,5.0
HOMICÍDIO CULPOSO OUTROS,0,0,0,0,0,0,0,0,1,0,0,0,1.0
TENTATIVA DE HOMICÍDIO,0,0,2,1,0,1,1,1,3,0,1,1,11.0
LESÃO CORPORAL DOLOSA,35,27,18,23,33,24,24,30,27,31,44,45,361.0
LESÃO CORPORAL CULPOSA POR ACIDENTE DE TRÂNSITO,29,23,23,25,29,22,22,22,31,24,50,26,326.0
LESÃO CORPORAL CULPOSA - OUTRAS,0,3,9,0,1,1,1,1,2,2,1,2,23.0
LATROCÍNIO,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Nº DE VÍTIMAS EM LATROCÍNIO,0,0,0,0,0,0,0,0,0,0,0,0,0.0
TOTAL DE ESTUPRO (4),2,0,1,1,4,2,2,2,1,0,1,2,18.0
TOTAL DE ROUBO - OUTROS (1),115,115,155,141,159,148,148,160,199,187,172,211,1.91
ROUBO DE VEÍCULO,82,82,79,63,83,67,67,87,88,84,69,58,909.0
ROUBO A BANCO,0,0,0,0,0,0,0,0,0,0,1,0,1.0
ROUBO DE CARGA,0,3,1,1,1,0,0,5,1,4,2,1,19.0
FURTO - OUTROS,304,276,322,340,322,271,271,298,307,313,319,256,3.599
FURTO DE VEÍCULO,87,94,85,74,80,77,77,83,67,87,53,33,897.0
