Natureza,Janeiro,Fevereiro,Marco,Abril,Maio,Junho,Julho,Agosto,Setembro,Outubro,Novembro,Dezembro,Total
HOMICÍDIO DOLOSO (2),3,0,0,2,0,1,0,4,0,3,0,1,14.0
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO (3),3,0,0,2,0,1,0,5,0,3,0,1,15.0
HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,0,0,0,0,0,0,0,0,0,0,0,0,0.0
HOMICÍDIO CULPOSO POR ACIDENTE DE TRÂNSITO,0,1,2,0,1,0,3,0,1,0,0,0,8.0
HOMICÍDIO CULPOSO OUTROS,0,0,0,0,0,0,0,0,0,0,0,0,0.0
TENTATIVA DE HOMICÍDIO,3,0,2,0,0,1,0,0,2,0,1,1,10.0
LESÃO CORPORAL SEGUIDA DE MORTE,0,0,0,0,0,0,0,0,0,0,0,0,0.0
LESÃO CORPORAL DOLOSA,42,23,35,54,30,30,29,25,31,33,37,37,406.0
LESÃO CORPORAL CULPOSA POR ACIDENTE DE TRÂNSITO,36,49,58,56,52,37,31,48,32,42,40,50,531.0
LESÃO CORPORAL CULPOSA - OUTRAS,1,4,3,3,6,2,5,2,9,6,10,7,58.0
LATROCÍNIO,0,0,1,0,2,0,0,0,0,0,0,0,3.0
Nº DE VÍTIMAS EM LATROCÍNIO,0,0,1,0,2,0,0,0,0,0,0,0,3.0
TOTAL DE ESTUPRO (4),3,0,0,2,3,0,2,0,0,0,0,0,10.0
TOTAL DE ROUBO - OUTROS (1),201,186,245,220,240,246,264,258,247,285,236,229,2.857
ROUBO DE VEÍCULO,78,101,95,141,110,140,161,128,150,137,107,83,1.431
ROUBO A BANCO,0,0,2,0,1,0,2,1,0,0,1,1,8.0
ROUBO DE CARGA,2,1,3,2,1,0,1,2,2,1,1,1,17.0
FURTO - OUTROS,204,192,225,225,265,216,202,214,193,219,232,234,2.621
FURTO DE VEÍCULO,199,165,210,184,212,199,215,191,219,160,160,80,2.194
