Natureza,Janeiro,Fevereiro,Marco,Abril,Maio,Junho,Julho,Agosto,Setembro,Outubro,Novembro,Dezembro,Total
HOMICÍDIO DOLOSO (2),0,0,1,1,0,0,0,0,0,0,0,0,2.0
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO (3),0,0,1,1,0,0,0,0,0,0,0,0,2.0
HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,0,0,0,0,0,0,0,0,0,0,0,0,0.0
HOMICÍDIO CULPOSO POR ACIDENTE DE TRÂNSITO,1,0,0,0,0,0,0,1,0,0,0,0,2.0
HOMICÍDIO CULPOSO OUTROS,0,0,0,0,0,0,0,0,0,0,0,0,0.0
TENTATIVA DE HOMICÍDIO,0,0,0,0,0,0,0,0,0,0,2,1,3.0
LESÃO CORPORAL SEGUIDA DE MORTE,0,0,0,0,0,0,0,0,0,0,0,0,0.0
LESÃO CORPORAL DOLOSA,24,24,23,23,18,19,20,16,16,22,26,18,249.0
LESÃO CORPORAL CULPOSA POR ACIDENTE DE TRÂNSITO,6,10,15,8,14,12,12,14,12,16,12,10,141.0
LESÃO CORPORAL CULPOSA - OUTRAS,2,0,3,2,1,1,1,0,1,4,2,1,18.0
LATROCÍNIO,0,0,0,0,0,0,0,0,1,1,0,0,2.0
Nº DE VÍTIMAS EM LATROCÍNIO,0,0,0,0,0,0,0,0,1,1,0,0,2.0
TOTAL DE ESTUPRO (4),0,2,3,3,1,1,3,3,2,0,0,1,19.0
ESTUPRO,0,1,1,1,0,1,2,3,0,0,0,0,9.0
ESTUPRO DE VULNERÁVEL,0,1,2,2,1,0,1,0,2,0,0,1,10.0
TOTAL DE ROUBO - OUTROS (1),101,104,118,105,98,105,123,117,105,108,128,110,1322.0
ROUBO - OUTROS,98,104,117,105,96,103,122,116,104,105,126,110,1306.0
ROUBO DE VEÍCULO,21,26,28,30,30,24,13,15,20,17,24,28,276.0
ROUBO A BANCO,0,0,0,0,0,0,0,1,0,0,0,0,1.0
ROUBO DE CARGA,3,0,1,0,2,2,1,0,1,3,2,0,15.0
FURTO - OUTROS,217,234,236,270,264,226,274,375,263,301,288,250,3198.0
FURTO DE VEÍCULO,111,81,65,71,67,64,47,77,74,94,79,37,867.0
