Natureza,Janeiro,Fevereiro,Marco,Abril,Maio,Junho,Julho,Agosto,Setembro,Outubro,Novembro,Dezembro,Total
HOMICÍDIO DOLOSO (2),0,0,0,0,0,1,2,1,1,0,0,0,5.0
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO (3),0,0,0,0,0,1,2,1,1,0,0,0,5.0
HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,0,0,0,0,0,0,0,0,0,0,0,0,0.0
HOMICÍDIO CULPOSO POR ACIDENTE DE TRÂNSITO,1,1,1,0,0,1,1,0,0,0,2,0,7.0
HOMICÍDIO CULPOSO OUTROS,0,0,0,0,0,0,0,0,0,0,0,0,0.0
TENTATIVA DE HOMICÍDIO,0,0,0,0,0,0,0,0,0,0,0,0,0.0
LESÃO CORPORAL SEGUIDA DE MORTE,0,0,0,0,0,0,0,0,0,0,0,0,0.0
LESÃO CORPORAL DOLOSA,26,26,30,29,32,21,17,38,46,37,30,23,355.0
LESÃO CORPORAL CULPOSA POR ACIDENTE DE TRÂNSITO,9,9,26,16,21,19,22,16,20,18,20,20,216.0
LESÃO CORPORAL CULPOSA - OUTRAS,0,2,0,1,3,0,0,0,3,1,0,3,13.0
LATROCÍNIO,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Nº DE VÍTIMAS EM LATROCÍNIO,0,0,0,0,0,0,0,0,0,0,0,0,0.0
TOTAL DE ESTUPRO (4),1,2,1,3,3,1,1,4,2,3,4,1,26.0
ESTUPRO,0,1,0,0,1,1,0,1,0,2,2,0,8.0
ESTUPRO DE VULNERÁVEL,1,1,1,3,2,0,1,3,2,1,2,1,18.0
TOTAL DE ROUBO - OUTROS (1),140,132,158,142,114,132,175,149,141,144,140,170,1.737
ROUBO - OUTROS,140,131,157,141,113,131,174,148,141,144,140,170,1.73
ROUBO DE VEÍCULO,4,11,12,12,8,12,14,6,7,7,2,10,105.0
ROUBO A BANCO,0,0,0,0,0,0,0,0,0,0,0,0,0.0
ROUBO DE CARGA,0,1,1,1,1,1,1,1,0,0,0,0,7.0
FURTO - OUTROS,246,276,295,323,317,326,293,323,304,302,299,290,3.594
FURTO DE VEÍCULO,68,52,74,86,72,63,53,61,78,78,70,37,792.0
