Natureza,Janeiro,Fevereiro,Marco,Abril,Maio,Junho,Julho,Agosto,Setembro,Outubro,Novembro,Dezembro,Total
HOMICÍDIO DOLOSO (2),6,1,6,5,4,3,2,2,2,6,3,1,41
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO (3),7,1,7,5,5,3,2,2,2,7,4,2,47
HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,0,0,0,0,0,0,0,0,1,0,0,0,1
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,0,0,0,0,0,0,0,0,1,0,0,0,1
HOMICÍDIO CULPOSO POR ACIDENTE DE TRÂNSITO,0,0,0,0,8,0,1,0,1,1,0,0,11
HOMICÍDIO CULPOSO OUTROS,0,0,0,0,0,0,0,0,0,0,0,0,0
TENTATIVA DE HOMICÍDIO,3,1,2,2,1,4,0,7,1,2,3,3,29
LESÃO CORPORAL DOLOSA,23,31,22,11,22,21,18,13,28,23,19,21,252
LESÃO CORPORAL CULPOSA POR ACIDENTE DE TRÂNSITO,9,18,18,14,15,29,14,12,26,19,6,30,210
LESÃO CORPORAL CULPOSA - OUTRAS,0,2,0,0,0,10,0,0,4,4,4,0,24
LATROCÍNIO,1,0,0,0,1,0,0,0,0,1,0,0,3
Nº DE VÍTIMAS EM LATROCÍNIO,1,0,0,0,2,0,0,0,0,1,0,0,4
TOTAL DE ESTUPRO (4),2,5,2,6,13,4,1,7,4,3,1,4,52
TOTAL DE ROUBO - OUTROS (1),71,76,86,74,64,86,77,67,90,93,86,63,933
ROUBO DE VEÍCULO,24,17,19,15,32,24,11,17,29,18,15,35,256
ROUBO A BANCO,0,0,0,0,0,0,0,0,0,0,1,0,1
ROUBO DE CARGA,0,0,0,0,0,2,0,0,0,1,0,3,6
FURTO - OUTROS,75,57,73,77,52,52,47,73,94,76,64,85,825
FURTO DE VEÍCULO,15,7,13,5,9,12,12,15,15,8,7,13,131
