Natureza,Janeiro,Fevereiro,Marco,Abril,Maio,Junho,Julho,Agosto,Setembro,Outubro,Novembro,Dezembro,Total
HOMICÍDIO DOLOSO (2),2,0,0,1,0,0,0,2,3,1,0,0,9.0
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO (3),2,0,0,1,0,0,0,2,4,1,0,0,10.0
HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,0,0,0,0,0,0,0,0,0,0,0,0,0.0
HOMICÍDIO CULPOSO POR ACIDENTE DE TRÂNSITO,1,2,2,0,0,0,1,0,1,1,0,1,9.0
HOMICÍDIO CULPOSO OUTROS,0,0,0,0,0,0,0,0,0,0,0,0,0.0
TENTATIVA DE HOMICÍDIO,2,1,1,0,0,0,1,1,1,0,0,2,9.0
LESÃO CORPORAL SEGUIDA DE MORTE,0,0,0,0,0,0,0,0,0,0,0,0,0.0
LESÃO CORPORAL DOLOSA,42,36,29,31,47,27,30,41,37,34,43,123,520.0
LESÃO CORPORAL CULPOSA POR ACIDENTE DE TRÂNSITO,16,8,13,10,15,6,6,8,7,10,5,13,117.0
LESÃO CORPORAL CULPOSA - OUTRAS,0,0,0,0,1,0,0,0,0,0,0,0,1.0
LATROCÍNIO,0,0,0,0,0,0,0,0,1,0,0,0,1.0
Nº DE VÍTIMAS EM LATROCÍNIO,0,0,0,0,0,0,0,0,1,0,0,0,1.0
TOTAL DE ESTUPRO (4),5,5,4,1,1,3,4,2,6,4,2,6,43.0
ESTUPRO,1,0,0,0,1,0,1,0,1,1,0,1,6.0
ESTUPRO DE VULNERÁVEL,4,5,4,1,0,3,3,2,5,3,2,5,37.0
TOTAL DE ROUBO - OUTROS (1),175,135,149,140,206,193,204,168,182,201,167,146,2066.0
ROUBO - OUTROS,172,135,147,140,203,190,199,168,180,201,167,145,2047.0
ROUBO DE VEÍCULO,27,20,16,15,22,16,19,21,16,21,15,30,238.0
ROUBO A BANCO,0,0,0,0,0,0,0,0,0,0,0,0,0.0
ROUBO DE CARGA,3,0,2,0,3,3,5,0,2,0,0,1,19.0
FURTO - OUTROS,92,96,105,71,105,83,100,120,127,106,145,99,1249.0
FURTO DE VEÍCULO,12,18,21,19,12,23,22,25,26,28,26,20,252.0
