Natureza,Janeiro,Fevereiro,Marco,Abril,Maio,Junho,Julho,Agosto,Setembro,Outubro,Novembro,Dezembro,Total
HOMICÍDIO DOLOSO (2),2,2,3,4,4,6,1,4,1,2,4,1,34.0
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO (3),2,2,3,5,5,6,1,5,1,3,5,1,39.0
HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,0,0,0,0,0,0,0,0,0,0,0,0,0.0
HOMICÍDIO CULPOSO POR ACIDENTE DE TRÂNSITO,0,1,1,1,2,1,0,0,0,0,0,0,6.0
HOMICÍDIO CULPOSO OUTROS,0,0,0,0,0,0,0,0,0,1,0,0,1.0
TENTATIVA DE HOMICÍDIO,0,2,3,3,2,1,2,2,3,2,5,4,29.0
LESÃO CORPORAL DOLOSA,59,57,58,42,42,43,44,40,34,69,49,84,621.0
LESÃO CORPORAL CULPOSA POR ACIDENTE DE TRÂNSITO,26,22,19,20,33,12,28,25,22,29,24,37,297.0
LESÃO CORPORAL CULPOSA - OUTRAS,0,0,0,0,1,0,0,0,0,1,0,1,3.0
LATROCÍNIO,1,0,0,0,0,0,0,0,0,0,0,0,1.0
Nº DE VÍTIMAS EM LATROCÍNIO,1,0,0,0,0,0,0,0,0,0,0,0,1.0
TOTAL DE ESTUPRO (4),4,8,4,6,2,5,5,5,5,4,5,4,57.0
TOTAL DE ROUBO - OUTROS (1),192,147,211,168,187,202,207,192,217,182,190,223,2.318
ROUBO DE VEÍCULO,129,135,169,135,140,146,157,141,151,136,179,164,1.782
ROUBO A BANCO,0,0,0,0,0,0,0,0,0,0,0,0,0.0
ROUBO DE CARGA,2,0,1,3,5,0,0,1,2,0,0,5,19.0
FURTO - OUTROS,102,88,104,92,112,133,122,111,137,118,119,96,1.334
FURTO DE VEÍCULO,28,47,33,20,28,20,31,26,37,29,22,28,349.0
