Natureza,Janeiro,Fevereiro,Marco,Abril,Maio,Junho,Julho,Agosto,Setembro,Outubro,Novembro,Dezembro,Total
HOMICÍDIO DOLOSO (2),4,2,2,2,1,0,2,0,4,4,3,3,27.0
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO (3),4,3,2,2,1,0,2,0,4,5,3,3,29.0
HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,0,0,0,0,0,0,0,0,0,1,0,0,1.0
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,0,0,0,0,0,0,0,0,0,2,0,0,2.0
HOMICÍDIO CULPOSO POR ACIDENTE DE TRÂNSITO,1,0,0,4,2,1,0,3,0,2,0,2,15.0
HOMICÍDIO CULPOSO OUTROS,0,0,0,0,0,0,0,0,0,0,0,0,0.0
TENTATIVA DE HOMICÍDIO,1,2,6,2,4,1,3,3,3,3,7,4,39.0
LESÃO CORPORAL DOLOSA,54,53,50,49,36,38,29,41,49,49,47,60,555.0
LESÃO CORPORAL CULPOSA POR ACIDENTE DE TRÂNSITO,24,35,24,22,37,36,26,27,37,42,35,36,381.0
LESÃO CORPORAL CULPOSA - OUTRAS,3,1,0,1,2,0,0,0,0,0,1,0,8.0
LATROCÍNIO,0,0,0,0,0,0,0,1,1,0,0,1,3.0
Nº DE VÍTIMAS EM LATROCÍNIO,0,0,0,0,0,0,0,1,1,0,0,1,3.0
TOTAL DE ESTUPRO (4),9,7,6,4,6,3,8,1,8,4,4,4,64.0
TOTAL DE ROUBO - OUTROS (1),210,239,233,242,265,220,285,249,260,241,223,234,2.901
ROUBO DE VEÍCULO,61,73,69,71,72,88,69,60,66,54,55,94,832.0
ROUBO A BANCO,0,0,1,0,0,0,1,0,0,0,1,0,3.0
ROUBO DE CARGA,12,2,15,14,13,16,21,11,15,17,19,19,174.0
FURTO - OUTROS,143,148,107,138,141,113,126,158,176,147,109,129,1.635
FURTO DE VEÍCULO,36,31,36,54,35,44,34,47,49,34,38,28,466.0
