Natureza,Janeiro,Fevereiro,Marco,Abril,Maio,Junho,Julho,Agosto,Setembro,Outubro,Novembro,Dezembro,Total
HOMICÍDIO DOLOSO (2),13,25,31,10,17,14,11,15,15,11,18,17,197.0
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO (3),12,23,28,11,17,15,11,20,15,12,19,19,202.0
HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,0,0,0,0,0,0,0,0,0,0,0,0,0.0
HOMICÍDIO CULPOSO POR ACIDENTE DE TRÂNSITO,0,0,2,1,2,0,0,0,0,2,2,0,9.0
HOMICÍDIO CULPOSO OUTROS,0,1,0,1,0,0,0,0,0,0,1,0,3.0
TENTATIVA DE HOMICÍDIO,9,10,11,8,10,3,5,4,6,6,11,6,89.0
LESÃO CORPORAL SEGUIDA DE MORTE,0,0,0,0,0,0,0,0,0,0,0,0,0.0
LESÃO CORPORAL DOLOSA,47,38,35,28,14,36,20,17,38,14,31,24,342.0
LESÃO CORPORAL CULPOSA POR ACIDENTE DE TRÂNSITO,10,18,9,8,11,15,8,13,27,17,22,19,177.0
LESÃO CORPORAL CULPOSA - OUTRAS,0,3,2,0,3,3,2,4,1,2,0,2,22.0
LATROCÍNIO,1,3,0,1,0,0,0,0,0,2,2,0,9.0
Nº DE VÍTIMAS EM LATROCÍNIO,1,3,0,1,0,0,0,0,0,2,2,0,9.0
TOTAL DE ESTUPRO (4),2,4,0,2,2,1,0,2,1,1,0,0,15.0
TOTAL DE ROUBO - OUTROS (1),174,198,238,211,215,136,124,161,140,136,126,100,1.959
ROUBO DE VEÍCULO,47,62,56,32,53,54,34,51,53,49,38,46,575.0
ROUBO A BANCO,0,0,0,0,0,0,0,0,0,0,0,0,0.0
ROUBO DE CARGA,2,2,6,2,0,4,2,3,0,2,11,3,37.0
FURTO - OUTROS,73,71,96,60,79,76,75,67,86,53,61,82,879.0
FURTO DE VEÍCULO,39,24,31,24,34,37,29,42,27,44,36,23,390.0
