Natureza,Janeiro,Fevereiro,Marco,Abril,Maio,Junho,Julho,Agosto,Setembro,Outubro,Novembro,Dezembro,Total
HOMICÍDIO DOLOSO (2),0,0,0,0,0,0,0,0,0,1,0,0,1.0
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO (3),0,0,0,0,0,0,0,0,0,1,0,0,1.0
HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,0,0,0,0,0,0,0,0,0,0,0,0,0.0
HOMICÍDIO CULPOSO POR ACIDENTE DE TRÂNSITO,0,0,0,0,1,3,2,1,1,1,2,0,11.0
HOMICÍDIO CULPOSO OUTROS,0,0,0,0,0,0,0,0,0,1,0,0,1.0
TENTATIVA DE HOMICÍDIO,0,1,0,1,0,0,0,1,0,0,0,1,4.0
LESÃO CORPORAL SEGUIDA DE MORTE,0,0,0,0,0,0,0,0,0,0,0,0,0.0
LESÃO CORPORAL DOLOSA,17,21,19,14,10,21,13,10,14,16,21,15,191.0
LESÃO CORPORAL CULPOSA POR ACIDENTE DE TRÂNSITO,12,7,11,7,8,13,9,10,9,12,8,15,121.0
LESÃO CORPORAL CULPOSA - OUTRAS,0,0,0,0,0,1,1,0,1,1,0,0,4.0
LATROCÍNIO,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Nº DE VÍTIMAS EM LATROCÍNIO,0,0,0,0,0,0,0,0,0,0,0,0,0.0
TOTAL DE ESTUPRO (4),2,0,1,1,1,3,2,1,2,0,0,1,14.0
ESTUPRO,0,0,0,0,0,1,1,1,1,0,0,0,4.0
ESTUPRO DE VULNERÁVEL,2,0,1,1,1,2,1,0,1,0,0,1,10.0
TOTAL DE ROUBO - OUTROS (1),44,40,36,30,31,22,49,30,46,31,40,28,427.0
ROUBO - OUTROS,44,40,36,29,31,22,48,29,45,31,40,28,423.0
ROUBO DE VEÍCULO,6,9,3,8,5,4,6,5,11,9,10,8,84.0
ROUBO A BANCO,0,0,0,0,0,0,0,0,0,0,0,0,0.0
ROUBO DE CARGA,0,0,0,1,0,0,1,1,1,0,0,0,4.0
FURTO - OUTROS,79,79,96,100,87,77,84,86,129,106,86,74,1083.0
FURTO DE VEÍCULO,27,9,17,20,18,19,20,19,21,13,16,17,216.0
