Natureza,Janeiro,Fevereiro,Marco,Abril,Maio,Junho,Julho,Agosto,Setembro,Outubro,Novembro,Dezembro,Total
HOMICÍDIO DOLOSO (2),5,3,1,1,4,2,9,2,5,6,3,2,43.0
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO (3),5,3,1,1,4,2,13,2,5,7,3,3,49.0
HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,0,0,0,0,0,0,0,0,0,0,0,0,0.0
HOMICÍDIO CULPOSO POR ACIDENTE DE TRÂNSITO,1,1,0,0,1,1,1,2,3,1,0,3,14.0
HOMICÍDIO CULPOSO OUTROS,0,0,0,1,0,0,0,0,0,0,1,0,2.0
TENTATIVA DE HOMICÍDIO,4,1,3,3,2,3,2,3,5,1,5,1,33.0
LESÃO CORPORAL DOLOSA,95,89,85,88,81,67,72,81,88,94,100,107,1047.0
LESÃO CORPORAL CULPOSA POR ACIDENTE DE TRÂNSITO,46,26,43,34,30,32,31,49,43,36,31,35,436.0
LESÃO CORPORAL CULPOSA - OUTRAS,0,1,3,0,1,3,2,2,1,0,0,0,13.0
LATROCÍNIO,0,0,0,0,1,0,0,0,0,0,0,0,1.0
Nº DE VÍTIMAS EM LATROCÍNIO,0,0,0,0,1,0,0,0,0,0,0,0,1.0
TOTAL DE ESTUPRO (4),8,4,5,6,7,11,8,8,7,4,3,4,75.0
TOTAL DE ROUBO - OUTROS (1),113,98,112,106,117,145,134,130,124,124,112,120,1435.0
ROUBO DE VEÍCULO,48,60,73,48,39,39,38,56,36,41,48,74,600.0
ROUBO A BANCO,0,0,0,0,0,0,0,1,1,0,0,0,2.0
ROUBO DE CARGA,6,4,2,2,2,6,4,5,3,5,0,4,43.0
FURTO - OUTROS,201,157,166,200,158,113,160,129,88,153,129,155,1809.0
FURTO DE VEÍCULO,46,22,43,36,32,18,29,48,27,36,34,23,394.0
