Natureza,Janeiro,Fevereiro,Marco,Abril,Maio,Junho,Julho,Agosto,Setembro,Outubro,Novembro,Dezembro,Total
HOMICÍDIO DOLOSO (2),1,1,1,1,1,1,0,3,0,1,3,2,15.0
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO (3),1,1,1,1,1,1,0,3,0,1,3,2,15.0
HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,0,0,0,0,0,0,0,0,0,0,0,0,0.0
HOMICÍDIO CULPOSO POR ACIDENTE DE TRÂNSITO,1,1,2,2,0,1,3,0,0,3,4,2,19.0
HOMICÍDIO CULPOSO OUTROS,0,0,0,0,0,0,0,0,0,0,0,0,0.0
TENTATIVA DE HOMICÍDIO,1,0,1,2,0,0,1,0,1,0,0,1,7.0
LESÃO CORPORAL SEGUIDA DE MORTE,1,0,0,0,0,0,0,0,0,0,0,0,1.0
LESÃO CORPORAL DOLOSA,62,67,83,62,65,43,38,52,40,67,62,41,682.0
LESÃO CORPORAL CULPOSA POR ACIDENTE DE TRÂNSITO,25,16,19,7,20,17,20,16,27,18,24,15,224.0
LESÃO CORPORAL CULPOSA - OUTRAS,3,1,3,0,1,1,1,1,0,1,0,0,12.0
LATROCÍNIO,0,0,0,0,0,1,0,0,0,0,0,0,1.0
Nº DE VÍTIMAS EM LATROCÍNIO,0,0,0,0,0,1,0,0,0,0,0,0,1.0
TOTAL DE ESTUPRO (4),6,5,5,6,3,6,6,5,6,8,3,1,60.0
ESTUPRO,1,0,2,1,0,0,0,0,0,2,0,0,6.0
ESTUPRO DE VULNERÁVEL,5,5,3,5,3,6,6,5,6,6,3,1,54.0
TOTAL DE ROUBO - OUTROS (1),115,102,116,96,132,89,106,107,120,153,127,157,1420.0
ROUBO - OUTROS,108,94,114,91,122,81,96,101,109,143,117,141,1317.0
ROUBO DE VEÍCULO,18,14,30,20,20,11,28,25,28,41,31,27,293.0
ROUBO A BANCO,0,0,0,0,0,0,0,0,0,1,0,0,1.0
ROUBO DE CARGA,7,8,2,5,10,8,10,6,11,9,10,16,102.0
FURTO - OUTROS,177,150,224,220,214,223,157,192,175,191,177,209,2309.0
FURTO DE VEÍCULO,28,38,54,33,36,38,34,34,31,30,46,30,432.0
