Natureza,Janeiro,Fevereiro,Marco,Abril,Maio,Junho,Julho,Agosto,Setembro,Outubro,Novembro,Dezembro,Total
HOMICÍDIO DOLOSO (2),2,4,1,3,1,1,3,5,7,3,0,2,32
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO (3),3,5,1,3,1,1,4,5,7,3,0,2,35
HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,0,0,0,0,0,0,0,0,0,0,0,0,0
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,0,0,0,0,0,0,0,0,0,0,0,0,0
HOMICÍDIO CULPOSO POR ACIDENTE DE TRÂNSITO,0,0,0,0,0,0,0,0,0,0,0,0,0
HOMICÍDIO CULPOSO OUTROS,0,0,0,0,0,0,0,0,0,0,0,0,0
TENTATIVA DE HOMICÍDIO,4,3,2,4,2,4,2,6,5,2,5,2,41
LESÃO CORPORAL SEGUIDA DE MORTE,0,0,0,0,0,0,0,0,0,0,0,0,0
LESÃO CORPORAL DOLOSA,21,18,33,20,19,25,16,19,37,18,21,27,274
LESÃO CORPORAL CULPOSA POR ACIDENTE DE TRÂNSITO,10,6,6,11,11,14,5,17,8,13,17,12,130
LESÃO CORPORAL CULPOSA - OUTRAS,0,0,0,0,0,0,0,0,0,0,0,0,0
LATROCÍNIO,0,0,0,0,0,0,0,0,0,0,0,0,0
Nº DE VÍTIMAS EM LATROCÍNIO,0,0,0,0,0,0,0,0,0,0,0,0,0
TOTAL DE ESTUPRO (4),0,1,0,0,0,0,0,1,0,0,0,2,4
TOTAL DE ROUBO - OUTROS (1),33,36,29,25,36,34,23,26,32,22,28,21,345
ROUBO DE VEÍCULO,2,10,13,13,14,11,8,9,5,5,7,10,107
ROUBO A BANCO,0,0,0,0,0,0,0,0,0,0,0,0,0
ROUBO DE CARGA,2,1,1,2,0,1,2,0,0,0,0,0,9
FURTO - OUTROS,52,51,51,54,54,60,48,57,47,50,57,73,654
FURTO DE VEÍCULO,17,18,15,13,23,27,15,25,18,14,11,19,215
