Natureza,Janeiro,Fevereiro,Marco,Abril,Maio,Junho,Julho,Agosto,Setembro,Outubro,Novembro,Dezembro,Total
HOMICÍDIO DOLOSO (2),1,0,0,0,0,0,0,0,0,0,0,1,2.0
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO (3),1,0,0,0,0,0,0,0,0,0,0,1,2.0
HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,0,0,0,0,0,0,0,0,0,0,0,0,0.0
HOMICÍDIO CULPOSO POR ACIDENTE DE TRÂNSITO,0,0,2,0,0,1,0,1,0,1,0,0,5.0
HOMICÍDIO CULPOSO OUTROS,0,0,0,0,0,0,0,0,0,0,0,0,0.0
TENTATIVA DE HOMICÍDIO,0,0,0,0,2,0,0,0,0,0,0,0,2.0
LESÃO CORPORAL SEGUIDA DE MORTE,0,0,0,0,0,0,0,0,0,0,0,0,0.0
LESÃO CORPORAL DOLOSA,24,14,32,29,23,23,20,19,29,27,23,28,291.0
LESÃO CORPORAL CULPOSA POR ACIDENTE DE TRÂNSITO,9,12,15,15,19,11,12,18,20,16,21,11,179.0
LESÃO CORPORAL CULPOSA - OUTRAS,2,0,1,1,0,2,0,0,2,0,1,0,9.0
LATROCÍNIO,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Nº DE VÍTIMAS EM LATROCÍNIO,0,0,0,0,0,0,0,0,0,0,0,0,0.0
TOTAL DE ESTUPRO (4),0,2,1,0,1,1,3,0,1,0,1,0,10.0
ESTUPRO,0,0,0,0,0,1,2,0,1,0,0,0,4.0
ESTUPRO DE VULNERÁVEL,0,2,1,0,1,0,1,0,0,0,1,0,6.0
TOTAL DE ROUBO - OUTROS (1),94,67,84,81,65,79,85,87,78,112,116,100,1.048
ROUBO - OUTROS,91,66,83,79,63,77,83,86,77,111,114,100,1.03
ROUBO DE VEÍCULO,9,13,22,18,9,12,6,11,8,19,24,21,172.0
ROUBO A BANCO,0,0,0,0,0,0,0,0,0,0,0,0,0.0
ROUBO DE CARGA,3,1,1,2,2,2,2,1,1,1,2,0,18.0
FURTO - OUTROS,177,208,239,216,261,234,212,240,217,292,232,243,2.771
FURTO DE VEÍCULO,101,133,193,175,165,128,138,150,177,178,191,112,1.841
