Natureza,Janeiro,Fevereiro,Marco,Abril,Maio,Junho,Julho,Agosto,Setembro,Outubro,Novembro,Dezembro,Total
HOMICÍDIO DOLOSO (2),2,0,2,0,0,3,0,3,0,1,0,2,13.0
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO (3),2,0,2,0,0,3,0,3,0,1,0,2,13.0
HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,0,0,0,0,0,0,0,0,0,0,0,0,0.0
HOMICÍDIO CULPOSO POR ACIDENTE DE TRÂNSITO,0,2,0,0,1,0,1,0,0,0,0,1,5.0
HOMICÍDIO CULPOSO OUTROS,0,0,0,1,0,0,0,0,0,0,0,0,1.0
TENTATIVA DE HOMICÍDIO,0,2,1,0,0,1,0,0,2,0,0,1,7.0
LESÃO CORPORAL SEGUIDA DE MORTE,0,0,0,0,0,0,0,0,0,0,0,0,0.0
LESÃO CORPORAL DOLOSA,17,21,25,17,17,14,8,13,13,21,14,23,203.0
LESÃO CORPORAL CULPOSA POR ACIDENTE DE TRÂNSITO,20,20,21,28,22,12,20,15,16,27,24,26,251.0
LESÃO CORPORAL CULPOSA - OUTRAS,21,6,1,4,2,4,11,5,2,1,0,3,60.0
LATROCÍNIO,1,0,0,0,0,0,0,0,0,1,0,0,2.0
Nº DE VÍTIMAS EM LATROCÍNIO,1,0,0,0,0,0,0,0,0,1,0,0,2.0
TOTAL DE ESTUPRO (4),1,1,0,0,0,0,0,0,0,0,0,0,2.0
TOTAL DE ROUBO - OUTROS (1),122,116,162,142,130,157,160,124,185,150,124,145,1.717
ROUBO DE VEÍCULO,70,90,77,93,64,90,94,63,68,86,63,54,912.0
ROUBO A BANCO,0,0,0,0,0,0,0,0,0,0,0,0,0.0
ROUBO DE CARGA,2,0,0,1,3,0,0,0,1,2,2,0,11.0
FURTO - OUTROS,145,143,131,128,148,156,166,163,165,178,146,166,1.835
FURTO DE VEÍCULO,107,114,101,118,110,130,135,147,104,109,124,102,1.401
