Natureza,Janeiro,Fevereiro,Marco,Abril,Maio,Junho,Julho,Agosto,Setembro,Outubro,Novembro,Dezembro,Total
HOMICÍDIO DOLOSO (2),2,2,0,1,0,0,2,2,1,3,1,0,14.0
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO (3),2,2,0,1,0,0,2,2,1,3,1,0,14.0
HOMICÍDIO CULPOSO POR ACIDENTE DE TRÂNSITO,1,1,0,1,4,1,2,2,4,2,2,1,21.0
HOMICÍDIO CULPOSO OUTROS,0,0,0,0,1,0,0,0,0,0,0,0,1.0
TENTATIVA DE HOMICÍDIO,1,2,2,0,1,2,0,0,2,0,2,2,14.0
LESÃO CORPORAL DOLOSA,40,16,33,38,29,31,47,38,35,32,37,67,443.0
LESÃO CORPORAL CULPOSA POR ACIDENTE DE TRÂNSITO,18,22,14,26,22,7,22,14,24,25,20,25,239.0
LESÃO CORPORAL CULPOSA - OUTRAS,0,3,0,0,0,0,0,0,0,3,0,4,10.0
LATROCÍNIO,0,0,0,0,0,1,0,0,0,0,0,0,1.0
Nº DE VÍTIMAS EM LATROCÍNIO,0,0,0,0,0,1,0,0,0,0,0,0,1.0
TOTAL DE ESTUPRO (4),3,1,1,4,1,2,0,2,2,2,1,1,20.0
TOTAL DE ROUBO - OUTROS (1),95,91,95,100,125,102,61,137,97,138,122,98,1261.0
ROUBO DE VEÍCULO,39,48,52,54,61,37,14,34,33,36,40,43,491.0
ROUBO A BANCO,0,1,1,0,0,0,0,0,0,0,0,0,2.0
ROUBO DE CARGA,9,0,9,4,3,3,1,5,2,5,5,3,49.0
FURTO - OUTROS,73,111,101,118,88,82,77,142,130,142,141,113,1318.0
FURTO DE VEÍCULO,54,38,30,43,37,32,40,39,59,19,26,25,442.0
