Natureza,Janeiro,Fevereiro,Marco,Abril,Maio,Junho,Julho,Agosto,Setembro,Outubro,Novembro,Dezembro,Total
HOMICÍDIO DOLOSO (2),1,1,1,1,0,1,3,2,5,5,1,0,21.0
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO (3),1,1,1,1,0,1,3,2,5,5,1,0,21.0
HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,0,0,0,0,0,0,0,0,0,0,0,0,0.0
HOMICÍDIO CULPOSO POR ACIDENTE DE TRÂNSITO,1,0,0,1,0,0,2,0,0,0,1,0,5.0
HOMICÍDIO CULPOSO OUTROS,0,0,0,0,0,0,0,0,0,0,0,0,0.0
TENTATIVA DE HOMICÍDIO,3,2,3,2,2,3,1,2,0,2,2,1,23.0
LESÃO CORPORAL DOLOSA,40,50,35,31,36,43,34,35,40,54,47,65,510.0
LESÃO CORPORAL CULPOSA POR ACIDENTE DE TRÂNSITO,18,15,23,22,23,23,23,26,21,37,34,30,295.0
LESÃO CORPORAL CULPOSA - OUTRAS,2,2,7,1,2,0,0,4,7,2,3,3,33.0
LATROCÍNIO,1,1,0,0,1,0,0,0,0,0,0,0,3.0
Nº DE VÍTIMAS EM LATROCÍNIO,1,1,0,0,1,0,0,0,0,0,0,0,3.0
TOTAL DE ESTUPRO (4),1,0,6,2,1,9,5,1,2,4,3,6,40.0
TOTAL DE ROUBO - OUTROS (1),79,91,125,124,112,135,125,124,117,142,154,170,1498.0
ROUBO DE VEÍCULO,44,52,72,71,74,52,66,37,63,99,128,102,860.0
ROUBO A BANCO,0,0,0,0,0,0,0,0,0,0,0,0,0.0
ROUBO DE CARGA,3,6,7,1,4,1,4,9,2,10,5,15,67.0
FURTO - OUTROS,139,122,115,136,158,70,126,185,149,177,133,120,1630.0
FURTO DE VEÍCULO,39,48,46,46,27,60,46,40,58,64,49,63,586.0
