Natureza,Janeiro,Fevereiro,Marco,Abril,Maio,Junho,Julho,Agosto,Setembro,Outubro,Novembro,Dezembro,Total
HOMICÍDIO DOLOSO (2),1,0,4,3,0,1,1,1,0,2,0,2,15.0
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO (3),1,0,4,3,0,1,1,1,0,2,0,2,15.0
HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,0,0,0,0,0,0,0,0,0,0,0,0,0.0
HOMICÍDIO CULPOSO POR ACIDENTE DE TRÂNSITO,0,0,0,0,0,2,2,0,1,2,1,1,9.0
HOMICÍDIO CULPOSO OUTROS,0,0,0,0,0,0,0,0,0,0,0,0,0.0
TENTATIVA DE HOMICÍDIO,1,3,0,1,0,0,0,3,0,0,0,1,9.0
LESÃO CORPORAL SEGUIDA DE MORTE,0,0,0,0,0,0,0,0,0,0,0,0,0.0
LESÃO CORPORAL DOLOSA,15,14,29,21,29,16,21,32,12,4,7,22,222.0
LESÃO CORPORAL CULPOSA POR ACIDENTE DE TRÂNSITO,16,17,17,21,25,18,22,17,12,13,14,18,210.0
LESÃO CORPORAL CULPOSA - OUTRAS,0,0,1,2,1,1,0,1,3,1,1,0,11.0
LATROCÍNIO,0,0,0,1,0,1,0,0,0,0,1,0,3.0
Nº DE VÍTIMAS EM LATROCÍNIO,0,0,0,1,0,1,0,0,0,0,1,0,3.0
TOTAL DE ESTUPRO (4),0,0,0,1,0,1,0,1,2,0,0,0,5.0
TOTAL DE ROUBO - OUTROS (1),43,70,78,83,93,100,115,84,63,55,73,86,943.0
ROUBO DE VEÍCULO,21,35,48,36,24,23,31,26,29,41,30,24,368.0
ROUBO A BANCO,0,0,0,0,0,0,0,0,0,0,0,0,0.0
ROUBO DE CARGA,0,5,1,2,4,1,1,1,3,3,4,4,29.0
FURTO - OUTROS,51,66,90,71,64,132,132,108,118,64,85,86,1.067
FURTO DE VEÍCULO,28,41,28,28,27,36,41,46,29,24,27,17,372.0
