Natureza,Janeiro,Fevereiro,Marco,Abril,Maio,Junho,Julho,Agosto,Setembro,Outubro,Novembro,Dezembro,Total
HOMICÍDIO DOLOSO (2),1,2,0,0,0,2,1,1,1,2,1,0,11.0
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO (3),1,2,0,0,0,2,1,1,1,2,1,0,11.0
HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,0,0,0,0,0,0,0,0,0,1,0,0,1.0
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,0,0,0,0,0,0,0,0,0,1,0,0,1.0
HOMICÍDIO CULPOSO POR ACIDENTE DE TRÂNSITO,1,0,1,1,0,0,0,0,0,0,1,0,4.0
HOMICÍDIO CULPOSO OUTROS,0,0,0,0,0,0,0,0,0,0,0,0,0.0
TENTATIVA DE HOMICÍDIO,1,1,0,2,0,0,0,2,0,2,1,2,11.0
LESÃO CORPORAL SEGUIDA DE MORTE,0,0,0,0,0,0,0,0,0,0,0,0,0.0
LESÃO CORPORAL DOLOSA,23,22,28,25,21,37,31,34,41,33,31,37,363.0
LESÃO CORPORAL CULPOSA POR ACIDENTE DE TRÂNSITO,8,7,12,16,11,8,5,10,9,13,9,11,119.0
LESÃO CORPORAL CULPOSA - OUTRAS,0,1,2,0,2,0,2,0,5,2,1,0,15.0
LATROCÍNIO,0,0,0,0,0,0,1,0,1,0,0,0,2.0
Nº DE VÍTIMAS EM LATROCÍNIO,0,0,0,0,0,0,1,0,1,0,0,0,2.0
TOTAL DE ESTUPRO (4),8,2,5,1,1,2,3,4,1,1,1,4,33.0
ESTUPRO,2,0,1,0,0,0,1,1,0,1,1,1,8.0
ESTUPRO DE VULNERÁVEL,6,2,4,1,1,2,2,3,1,0,0,3,25.0
TOTAL DE ROUBO - OUTROS (1),127,154,135,140,148,146,114,157,145,143,125,108,1.642
ROUBO - OUTROS,125,150,134,138,148,145,111,153,140,136,121,104,1.605
ROUBO DE VEÍCULO,26,31,24,34,23,33,23,21,42,40,42,33,372.0
ROUBO A BANCO,0,0,0,0,0,0,0,0,0,0,0,0,0.0
ROUBO DE CARGA,2,4,1,2,0,1,3,4,5,7,4,4,37.0
FURTO - OUTROS,103,116,101,114,119,131,161,138,119,109,85,94,1.39
FURTO DE VEÍCULO,25,42,40,48,59,35,47,53,45,40,33,30,497.0
