Natureza,Janeiro,Fevereiro,Marco,Abril,Maio,Junho,Julho,Agosto,Setembro,Outubro,Novembro,Dezembro,Total
HOMICÍDIO DOLOSO (2),1,1,4,1,2,0,3,0,1,3,2,3,21.0
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO (3),1,1,4,1,2,0,3,0,1,3,2,3,21.0
HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,0,0,0,0,0,0,0,0,0,1,0,0,1.0
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,0,0,0,0,0,0,0,0,0,1,0,0,1.0
HOMICÍDIO CULPOSO POR ACIDENTE DE TRÂNSITO,1,1,1,2,1,0,2,3,1,2,3,2,19.0
HOMICÍDIO CULPOSO OUTROS,0,0,0,2,0,0,0,0,0,0,1,0,3.0
TENTATIVA DE HOMICÍDIO,2,1,2,2,0,0,4,1,2,4,3,6,27.0
LESÃO CORPORAL SEGUIDA DE MORTE,1,0,0,0,0,0,0,0,0,0,0,0,1.0
LESÃO CORPORAL DOLOSA,43,47,46,38,40,49,47,47,37,41,46,29,510.0
LESÃO CORPORAL CULPOSA POR ACIDENTE DE TRÂNSITO,12,22,14,21,17,16,19,16,9,12,10,24,192.0
LESÃO CORPORAL CULPOSA - OUTRAS,8,1,4,1,1,1,0,1,7,0,0,0,24.0
LATROCÍNIO,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Nº DE VÍTIMAS EM LATROCÍNIO,0,0,0,0,0,0,0,0,0,0,0,0,0.0
TOTAL DE ESTUPRO (4),6,5,7,2,0,5,6,7,4,6,4,7,59.0
ESTUPRO,3,2,3,0,0,1,3,0,1,3,2,2,20.0
ESTUPRO DE VULNERÁVEL,3,3,4,2,0,4,3,7,3,3,2,5,39.0
TOTAL DE ROUBO - OUTROS (1),183,172,174,167,182,166,168,147,138,150,121,178,1946.0
ROUBO - OUTROS,161,158,143,145,167,143,149,118,124,132,103,141,1684.0
ROUBO DE VEÍCULO,39,32,33,34,42,34,41,43,33,41,35,53,460.0
ROUBO A BANCO,0,0,0,0,0,0,0,0,0,0,0,0,0.0
ROUBO DE CARGA,22,14,31,22,15,23,19,29,14,18,18,37,262.0
FURTO - OUTROS,138,117,139,130,150,117,119,115,101,127,114,112,1479.0
FURTO DE VEÍCULO,35,30,31,25,23,28,24,40,40,51,37,35,399.0
