Natureza,Janeiro,Fevereiro,Marco,Abril,Maio,Junho,Julho,Agosto,Setembro,Outubro,Novembro,Dezembro,Total
HOMICÍDIO DOLOSO (2),0,0,0,0,1,0,1,1,1,0,0,1,5.0
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO (3),0,0,0,0,1,0,1,1,1,0,0,1,5.0
HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,0,0,0,0,0,0,0,0,0,0,0,0,0.0
HOMICÍDIO CULPOSO POR ACIDENTE DE TRÂNSITO,0,0,0,0,0,0,1,0,0,0,0,0,1.0
HOMICÍDIO CULPOSO OUTROS,0,0,0,0,0,0,0,0,0,0,0,0,0.0
TENTATIVA DE HOMICÍDIO,0,0,1,1,1,1,0,1,0,0,0,0,5.0
LESÃO CORPORAL SEGUIDA DE MORTE,0,0,0,0,0,0,0,0,0,0,0,0,0.0
LESÃO CORPORAL DOLOSA,19,18,18,15,4,25,18,13,22,17,8,18,195.0
LESÃO CORPORAL CULPOSA POR ACIDENTE DE TRÂNSITO,6,7,4,2,8,15,7,5,4,2,9,10,79.0
LESÃO CORPORAL CULPOSA - OUTRAS,1,1,0,0,1,0,2,0,0,1,0,2,8.0
LATROCÍNIO,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Nº DE VÍTIMAS EM LATROCÍNIO,0,0,0,0,0,0,0,0,0,0,0,0,0.0
TOTAL DE ESTUPRO (4),2,1,0,1,0,1,2,2,0,1,1,0,11.0
ESTUPRO,2,0,0,1,0,0,1,1,0,0,0,0,5.0
ESTUPRO DE VULNERÁVEL,0,1,0,0,0,1,1,1,0,1,1,0,6.0
TOTAL DE ROUBO - OUTROS (1),94,82,114,42,41,40,57,75,38,61,66,71,781.0
ROUBO - OUTROS,89,79,110,40,40,38,55,74,36,58,65,66,750.0
ROUBO DE VEÍCULO,21,13,18,3,5,5,3,12,2,6,10,10,108.0
ROUBO A BANCO,0,0,0,0,0,0,0,0,0,0,0,0,0.0
ROUBO DE CARGA,5,3,4,2,1,2,2,1,2,3,1,5,31.0
FURTO - OUTROS,100,101,81,71,67,86,98,96,100,100,98,78,1076.0
FURTO DE VEÍCULO,20,17,17,13,24,25,15,24,22,25,13,13,228.0
