Natureza,Janeiro,Fevereiro,Marco,Abril,Maio,Junho,Julho,Agosto,Setembro,Outubro,Novembro,Dezembro,Total
HOMICÍDIO DOLOSO (2),0,0,0,1,0,0,1,0,0,0,0,0,2.0
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO (3),0,0,0,1,0,0,2,0,0,0,0,0,3.0
HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,0,0,0,1,0,0,0,0,0,0,0,0,1.0
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,0,0,0,1,0,0,0,0,0,0,0,0,1.0
HOMICÍDIO CULPOSO POR ACIDENTE DE TRÂNSITO,0,0,1,0,0,0,0,0,0,0,2,0,3.0
HOMICÍDIO CULPOSO OUTROS,0,0,0,0,0,0,0,0,0,0,0,0,0.0
TENTATIVA DE HOMICÍDIO,1,1,1,0,2,0,0,3,0,1,1,0,10.0
LESÃO CORPORAL SEGUIDA DE MORTE,0,0,0,0,0,0,0,0,0,0,0,0,0.0
LESÃO CORPORAL DOLOSA,28,26,37,30,29,22,22,20,28,16,30,18,306.0
LESÃO CORPORAL CULPOSA POR ACIDENTE DE TRÂNSITO,12,13,15,18,9,22,13,18,10,12,9,14,165.0
LESÃO CORPORAL CULPOSA - OUTRAS,0,0,0,0,0,1,0,0,0,1,1,0,3.0
LATROCÍNIO,0,0,0,0,0,0,0,0,1,0,0,0,1.0
Nº DE VÍTIMAS EM LATROCÍNIO,0,0,0,0,0,0,0,0,1,0,0,0,1.0
TOTAL DE ESTUPRO (4),2,2,1,3,3,3,2,1,0,1,0,2,20.0
ESTUPRO,1,1,0,1,1,2,2,1,0,0,0,0,9.0
ESTUPRO DE VULNERÁVEL,1,1,1,2,2,1,0,0,0,1,0,2,11.0
TOTAL DE ROUBO - OUTROS (1),91,85,104,124,103,81,72,50,49,62,85,77,983.0
ROUBO - OUTROS,88,81,102,122,99,78,71,49,48,56,80,69,943.0
ROUBO DE VEÍCULO,20,11,20,29,38,23,10,12,19,21,16,17,236.0
ROUBO A BANCO,0,0,0,0,0,0,0,0,0,0,0,0,0.0
ROUBO DE CARGA,3,4,2,2,4,3,1,1,1,6,5,8,40.0
FURTO - OUTROS,112,109,59,105,104,89,144,61,100,68,107,97,1155.0
FURTO DE VEÍCULO,22,21,36,34,23,36,16,21,29,11,22,12,283.0
