Natureza,Janeiro,Fevereiro,Marco,Abril,Maio,Junho,Julho,Agosto,Setembro,Outubro,Novembro,Dezembro,Total
HOMICÍDIO DOLOSO (2),0,2,0,0,3,1,0,1,2,2,2,0,13.0
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO (3),0,2,0,0,3,1,0,1,2,2,2,0,13.0
HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,0,0,0,0,0,0,0,0,0,0,0,0,0.0
HOMICÍDIO CULPOSO POR ACIDENTE DE TRÂNSITO,0,0,0,0,0,0,0,0,0,0,0,0,0.0
HOMICÍDIO CULPOSO OUTROS,0,0,0,0,0,0,0,0,0,0,0,0,0.0
TENTATIVA DE HOMICÍDIO,0,2,0,0,2,1,1,0,2,1,2,0,11.0
LESÃO CORPORAL DOLOSA,30,29,22,37,32,26,27,18,30,24,30,36,341.0
LESÃO CORPORAL CULPOSA POR ACIDENTE DE TRÂNSITO,16,6,12,10,19,13,12,20,10,17,10,15,160.0
LESÃO CORPORAL CULPOSA - OUTRAS,0,0,1,1,0,0,0,0,0,1,0,0,3.0
LATROCÍNIO,0,0,0,0,0,1,0,1,2,0,0,0,4.0
Nº DE VÍTIMAS EM LATROCÍNIO,0,0,0,0,0,2,0,1,2,0,0,0,5.0
TOTAL DE ESTUPRO (4),3,1,0,1,1,3,1,1,1,1,2,1,16.0
TOTAL DE ROUBO - OUTROS (1),67,54,74,88,57,70,89,79,70,73,89,79,889.0
ROUBO DE VEÍCULO,43,37,39,29,22,33,24,25,21,33,39,35,380.0
ROUBO A BANCO,0,0,0,0,0,0,0,0,0,0,0,0,0.0
ROUBO DE CARGA,3,3,5,5,4,4,6,2,5,2,9,0,48.0
FURTO - OUTROS,209,179,178,146,182,148,146,130,171,155,133,118,1.895
FURTO DE VEÍCULO,23,25,25,32,30,38,25,24,42,40,28,17,349.0
