Natureza,Janeiro,Fevereiro,Marco,Abril,Maio,Junho,Julho,Agosto,Setembro,Outubro,Novembro,Dezembro,Total
HOMICÍDIO DOLOSO (2),0,0,0,0,0,0,0,0,1,0,...,...,1.0
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO (3),0,0,0,0,0,0,0,0,1,0,...,...,1.0
HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,0,0,0,0,0,0,0,0,0,0,...,...,0.0
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,0,0,0,0,0,0,0,0,0,0,...,...,0.0
HOMICÍDIO CULPOSO POR ACIDENTE DE TRÂNSITO,0,0,0,1,0,0,0,1,1,0,...,...,3.0
HOMICÍDIO CULPOSO OUTROS,0,0,0,0,0,0,0,0,0,0,...,...,0.0
TENTATIVA DE HOMICÍDIO,0,0,0,0,1,0,1,1,0,0,...,...,3.0
LESÃO CORPORAL SEGUIDA DE MORTE,0,0,0,0,0,0,0,0,0,0,...,...,0.0
LESÃO CORPORAL DOLOSA,34,21,29,24,29,35,28,21,26,28,...,...,275.0
LESÃO CORPORAL CULPOSA POR ACIDENTE DE TRÂNSITO,7,5,9,6,7,5,8,6,7,6,...,...,66.0
LESÃO CORPORAL CULPOSA - OUTRAS,1,1,1,2,1,1,0,0,1,0,...,...,8.0
LATROCÍNIO,0,0,0,0,0,0,0,0,0,0,...,...,0.0
Nº DE VÍTIMAS EM LATROCÍNIO,0,0,0,0,0,0,0,0,0,0,...,...,0.0
TOTAL DE ESTUPRO (4),1,2,3,4,1,1,2,0,1,0,...,...,15.0
ESTUPRO,1,0,2,2,1,0,2,0,1,0,...,...,9.0
ESTUPRO DE VULNERÁVEL,0,2,1,2,0,1,0,0,0,0,...,...,6.0
TOTAL DE ROUBO - OUTROS (1),54,48,55,54,55,62,39,60,47,58,...,...,532.0
ROUBO - OUTROS,50,46,52,53,52,62,36,56,46,55,...,...,508.0
ROUBO DE VEÍCULO,1,6,7,4,5,6,4,1,7,7,...,...,48.0
ROUBO A BANCO,0,0,0,0,0,0,0,0,0,0,...,...,0.0
ROUBO DE CARGA,4,2,3,1,3,0,3,4,1,3,...,...,24.0
FURTO - OUTROS,127,117,112,113,145,163,122,173,150,138,...,...,1.36
FURTO DE VEÍCULO,32,36,30,30,41,26,31,30,27,25,...,...,308.0
