Natureza,Janeiro,Fevereiro,Marco,Abril,Maio,Junho,Julho,Agosto,Setembro,Outubro,Novembro,Dezembro,Total
HOMICÍDIO DOLOSO (2),0,1,0,0,2,0,1,0,1,1,1,2,9.0
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO (3),0,1,0,0,2,0,1,0,1,1,1,2,9.0
HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,0,0,0,0,0,0,0,0,0,0,0,0,0.0
HOMICÍDIO CULPOSO POR ACIDENTE DE TRÂNSITO,0,1,1,0,0,0,2,0,0,0,0,0,4.0
HOMICÍDIO CULPOSO OUTROS,0,0,0,0,0,0,0,0,0,0,0,0,0.0
TENTATIVA DE HOMICÍDIO,0,2,1,1,2,0,1,0,3,0,0,1,11.0
LESÃO CORPORAL SEGUIDA DE MORTE,0,0,0,0,0,0,0,0,0,0,0,0,0.0
LESÃO CORPORAL DOLOSA,22,24,33,20,21,16,22,23,26,56,46,25,334.0
LESÃO CORPORAL CULPOSA POR ACIDENTE DE TRÂNSITO,14,5,9,15,14,2,11,10,9,17,19,25,150.0
LESÃO CORPORAL CULPOSA - OUTRAS,0,0,0,0,0,0,0,1,2,0,0,0,3.0
LATROCÍNIO,0,1,1,0,0,0,0,0,0,0,0,0,2.0
Nº DE VÍTIMAS EM LATROCÍNIO,0,1,1,0,0,0,0,0,0,0,0,0,2.0
TOTAL DE ESTUPRO (4),1,1,0,0,2,2,1,2,0,1,1,1,12.0
ESTUPRO DE VULNERÁVEL,0,0,0,0,0,0,0,0,0,1,0,0,1.0
TOTAL DE ROUBO - OUTROS (1),74,42,48,62,55,96,99,82,97,92,127,92,966.0
ROUBO DE VEÍCULO,24,19,23,30,26,18,23,22,26,42,9,25,287.0
ROUBO A BANCO,0,0,0,0,0,0,0,0,0,0,0,0,0.0
ROUBO DE CARGA,1,2,4,5,1,1,1,4,10,3,3,3,38.0
FURTO - OUTROS,132,87,105,109,93,122,113,115,124,141,163,110,1.414
FURTO DE VEÍCULO,36,31,35,33,35,38,30,29,38,32,39,14,390.0
