Natureza,Janeiro,Fevereiro,Marco,Abril,Maio,Junho,Julho,Agosto,Setembro,Outubro,Novembro,Dezembro,Total
HOMICÍDIO DOLOSO (2),1,1,0,0,1,1,...,...,...,...,...,...,4.0
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO (3),1,1,0,0,1,1,...,...,...,...,...,...,4.0
HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,0,0,0,0,0,0,...,...,...,...,...,...,0.0
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,0,0,0,0,0,0,...,...,...,...,...,...,0.0
HOMICÍDIO CULPOSO POR ACIDENTE DE TRÂNSITO,1,1,0,2,1,1,...,...,...,...,...,...,6.0
HOMICÍDIO CULPOSO OUTROS,0,0,0,0,0,0,...,...,...,...,...,...,0.0
TENTATIVA DE HOMICÍDIO,2,1,2,0,1,2,...,...,...,...,...,...,8.0
LESÃO CORPORAL SEGUIDA DE MORTE,0,0,0,0,0,1,...,...,...,...,...,...,1.0
LESÃO CORPORAL DOLOSA,55,35,67,39,47,38,...,...,...,...,...,...,281.0
LESÃO CORPORAL CULPOSA POR ACIDENTE DE TRÂNSITO,9,7,9,13,10,14,...,...,...,...,...,...,62.0
LESÃO CORPORAL CULPOSA - OUTRAS,2,0,1,1,0,1,...,...,...,...,...,...,5.0
LATROCÍNIO,0,0,0,0,0,0,...,...,...,...,...,...,0.0
Nº DE VÍTIMAS EM LATROCÍNIO,0,0,0,0,0,0,...,...,...,...,...,...,0.0
TOTAL DE ESTUPRO (4),4,1,3,2,3,0,...,...,...,...,...,...,13.0
ESTUPRO,0,1,1,1,2,0,...,...,...,...,...,...,5.0
ESTUPRO DE VULNERÁVEL,4,0,2,1,1,0,...,...,...,...,...,...,8.0
TOTAL DE ROUBO - OUTROS (1),226,189,245,224,231,226,...,...,...,...,...,...,1.341
ROUBO - OUTROS,226,189,245,224,231,226,...,...,...,...,...,...,1.341
ROUBO DE VEÍCULO,2,3,1,2,3,1,...,...,...,...,...,...,12.0
ROUBO A BANCO,0,0,0,0,0,0,...,...,...,...,...,...,0.0
ROUBO DE CARGA,0,0,0,0,0,0,...,...,...,...,...,...,0.0
FURTO - OUTROS,795,730,791,894,970,787,...,...,...,...,...,...,4.967
FURTO DE VEÍCULO,21,5,15,24,13,11,...,...,...,...,...,...,89.0
