Natureza,Janeiro,Fevereiro,Marco,Abril,Maio,Junho,Julho,Agosto,Setembro,Outubro,Novembro,Dezembro,Total
HOMICÍDIO DOLOSO (2),5,5,12,6,5,3,2,2,5,6,5,3,59.0
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO (3),5,5,12,6,5,3,2,3,6,6,7,4,64.0
HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,0,0,0,0,0,0,0,0,0,0,0,0,0.0
HOMICÍDIO CULPOSO POR ACIDENTE DE TRÂNSITO,0,0,1,0,1,0,1,1,0,1,2,0,7.0
HOMICÍDIO CULPOSO OUTROS,0,0,0,0,0,0,0,0,0,0,0,0,0.0
TENTATIVA DE HOMICÍDIO,4,3,7,6,7,7,1,6,9,3,7,9,69.0
LESÃO CORPORAL SEGUIDA DE MORTE,0,0,0,0,0,0,0,0,0,0,0,0,0.0
LESÃO CORPORAL DOLOSA,20,21,23,24,20,22,20,24,23,25,19,26,267.0
LESÃO CORPORAL CULPOSA POR ACIDENTE DE TRÂNSITO,26,24,25,16,25,30,21,19,21,23,21,2,253.0
LESÃO CORPORAL CULPOSA - OUTRAS,0,2,0,2,1,2,1,0,5,0,0,24,37.0
LATROCÍNIO,0,0,0,1,0,0,0,0,0,1,0,0,2.0
Nº DE VÍTIMAS EM LATROCÍNIO,0,0,0,1,0,0,0,0,0,1,0,0,2.0
TOTAL DE ESTUPRO (4),0,1,0,0,0,0,0,0,0,1,1,0,3.0
TOTAL DE ROUBO - OUTROS (1),289,213,296,238,202,150,180,136,238,275,249,157,2623.0
ROUBO DE VEÍCULO,9,8,0,9,6,3,10,10,11,17,10,8,101.0
ROUBO A BANCO,0,0,0,0,0,0,1,0,0,1,0,0,2.0
ROUBO DE CARGA,0,0,2,0,0,1,0,0,1,7,1,2,14.0
FURTO - OUTROS,351,374,366,383,397,328,313,447,487,636,535,624,5241.0
FURTO DE VEÍCULO,26,19,19,35,22,19,28,26,29,28,26,25,302.0
