Natureza,Janeiro,Fevereiro,Marco,Abril,Maio,Junho,Julho,Agosto,Setembro,Outubro,Novembro,Dezembro,Total
HOMICÍDIO DOLOSO (2),4,3,1,4,2,3.0,3.0,1,1,0,0,2,24.0
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO (3),4,3,1,4,2,3.0,3.0,1,1,0,0,2,24.0
HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0.0
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0.0
HOMICÍDIO CULPOSO POR ACIDENTE DE TRÂNSITO,1,0,0,0,1,1.0,0.0,1,2,1,1,0,8.0
HOMICÍDIO CULPOSO OUTROS,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0.0
TENTATIVA DE HOMICÍDIO,5,4,3,2,0,4.0,1.0,2,0,1,1,1,24.0
LESÃO CORPORAL DOLOSA,25,24,34,33,27,20.0,36.0,35,29,31,32,37,363.0
LESÃO CORPORAL CULPOSA POR ACIDENTE DE TRÂNSITO,28,30,41,35,57,43.0,39.0,43,42,49,42,37,486.0
LESÃO CORPORAL CULPOSA - OUTRAS,3,0,0,2,2,0.0,3.0,0,0,1,0,0,11.0
LATROCÍNIO,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0.0
Nº DE VÍTIMAS EM LATROCÍNIO,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0.0
TOTAL DE ESTUPRO (4),0,1,0,1,0,0.0,0.0,0,0,1,3,0,6.0
TOTAL DE ROUBO - OUTROS (1),274,239,223,185,280,240.0,237.0,283,234,234,263,221,2913.0
ROUBO DE VEÍCULO,1,3,4,7,12,3.0,10.0,5,9,4,9,6,73.0
ROUBO A BANCO,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0.0
ROUBO DE CARGA,1,2,5,1,2,1.0,1.0,1,1,3,4,3,25.0
FURTO - OUTROS,718,682,367,316,412,1014.0,1249.0,842,899,928,893,768,9088.0
FURTO DE VEÍCULO,4,18,13,7,9,15.0,15.0,19,11,21,24,18,174.0
