Natureza,Janeiro,Fevereiro,Marco,Abril,Maio,Junho,Julho,Agosto,Setembro,Outubro,Novembro,Dezembro,Total
HOMICÍDIO DOLOSO (2),0,0,1,1,1,1,1,0,0,1,1,1,8
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO (3),0,0,1,1,1,1,1,0,0,1,1,1,8
HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,0,0,0,0,0,0,0,0,0,0,0,0,0
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,0,0,0,0,0,0,0,0,0,0,0,0,0
HOMICÍDIO CULPOSO POR ACIDENTE DE TRÂNSITO,0,0,0,0,0,0,0,0,0,1,0,0,1
HOMICÍDIO CULPOSO OUTROS,0,0,0,0,0,0,0,0,0,0,0,1,1
TENTATIVA DE HOMICÍDIO,0,1,0,0,0,0,1,0,0,0,0,1,3
LESÃO CORPORAL SEGUIDA DE MORTE,0,0,0,0,0,0,0,0,0,0,0,0,0
LESÃO CORPORAL DOLOSA,44,29,25,36,30,18,37,21,23,25,44,41,373
LESÃO CORPORAL CULPOSA POR ACIDENTE DE TRÂNSITO,8,4,7,10,13,8,10,8,10,11,9,10,108
LESÃO CORPORAL CULPOSA - OUTRAS,0,0,0,0,1,0,1,0,1,1,0,0,4
LATROCÍNIO,0,0,0,0,0,0,0,0,0,0,0,0,0
Nº DE VÍTIMAS EM LATROCÍNIO,0,0,0,0,0,0,0,0,0,0,0,0,0
TOTAL DE ESTUPRO (4),1,5,0,1,2,2,3,3,0,4,1,1,23
ESTUPRO,0,2,0,0,2,1,1,2,0,1,0,0,9
ESTUPRO DE VULNERÁVEL,1,3,0,1,0,1,2,1,0,3,1,1,14
TOTAL DE ROUBO - OUTROS (1),65,66,63,74,74,77,75,85,78,75,74,64,870
ROUBO - OUTROS,62,64,62,73,73,77,73,84,78,74,71,63,854
ROUBO DE VEÍCULO,21,21,30,34,31,25,30,36,25,19,14,31,317
ROUBO A BANCO,0,0,0,0,0,0,0,0,0,0,0,0,0
ROUBO DE CARGA,3,2,1,1,1,0,2,1,0,1,3,1,16
FURTO - OUTROS,46,62,41,54,56,55,78,89,36,54,42,62,675
FURTO DE VEÍCULO,10,13,20,21,11,13,11,12,11,15,23,14,174
