Natureza,Janeiro,Fevereiro,Marco,Abril,Maio,Junho,Julho,Agosto,Setembro,Outubro,Novembro,Dezembro,Total
HOMICÍDIO DOLOSO (2),0,0,1,1,0,1,0,0,0,0,0,0,3
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO (3),0,0,1,1,0,2,0,0,0,0,0,0,4
HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,0,0,0,0,0,0,0,0,0,0,0,0,0
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,0,0,0,0,0,0,0,0,0,0,0,0,0
HOMICÍDIO CULPOSO POR ACIDENTE DE TRÂNSITO,0,0,0,1,0,0,0,0,0,0,0,0,1
HOMICÍDIO CULPOSO OUTROS,0,0,0,0,0,0,0,0,0,0,0,0,0
TENTATIVA DE HOMICÍDIO,0,0,0,0,1,0,0,0,1,0,0,0,2
LESÃO CORPORAL SEGUIDA DE MORTE,0,0,0,0,0,0,0,0,0,0,0,0,0
LESÃO CORPORAL DOLOSA,22,26,38,23,31,25,30,17,24,32,30,30,328
LESÃO CORPORAL CULPOSA POR ACIDENTE DE TRÂNSITO,6,5,9,13,13,10,15,9,11,7,9,10,117
LESÃO CORPORAL CULPOSA - OUTRAS,0,0,0,0,1,1,1,1,0,0,1,0,5
LATROCÍNIO,0,0,0,0,0,0,0,0,0,0,0,0,0
Nº DE VÍTIMAS EM LATROCÍNIO,0,0,0,0,0,0,0,0,0,0,0,0,0
TOTAL DE ESTUPRO (4),4,1,3,2,3,2,2,4,3,2,2,1,29
ESTUPRO,1,1,1,0,1,1,0,1,0,0,0,0,6
ESTUPRO DE VULNERÁVEL,3,0,2,2,2,1,2,3,3,2,2,1,23
TOTAL DE ROUBO - OUTROS (1),37,32,28,36,39,41,24,20,22,14,15,27,335
ROUBO - OUTROS,37,30,27,35,39,39,24,19,21,13,15,27,326
ROUBO DE VEÍCULO,8,7,1,4,11,4,3,6,3,11,8,5,71
ROUBO A BANCO,0,0,0,0,0,0,0,0,0,0,0,0,0
ROUBO DE CARGA,0,2,1,1,0,2,0,1,1,1,0,0,9
FURTO - OUTROS,76,66,48,61,49,66,66,45,78,57,48,57,717
FURTO DE VEÍCULO,24,31,10,34,36,21,18,17,24,18,23,19,275
