Natureza,Janeiro,Fevereiro,Marco,Abril,Maio,Junho,Julho,Agosto,Setembro,Outubro,Novembro,Dezembro,Total
HOMICÍDIO DOLOSO (2),1,1,0,1,0,0,0,0,0,0,1,0,4
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO (3),1,1,0,2,0,0,0,0,0,0,1,0,5
HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,0,0,0,0,0,0,0,0,0,0,0,0,0
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,0,0,0,0,0,0,0,0,0,0,0,0,0
HOMICÍDIO CULPOSO POR ACIDENTE DE TRÂNSITO,0,1,0,0,0,0,0,1,0,0,0,1,3
HOMICÍDIO CULPOSO OUTROS,0,0,0,0,0,0,0,0,0,0,0,0,0
TENTATIVA DE HOMICÍDIO,1,1,0,0,0,0,0,1,0,0,0,1,4
LESÃO CORPORAL SEGUIDA DE MORTE,0,0,0,0,0,0,0,0,0,0,0,0,0
LESÃO CORPORAL DOLOSA,28,26,28,47,27,38,25,28,28,23,21,20,339
LESÃO CORPORAL CULPOSA POR ACIDENTE DE TRÂNSITO,5,9,12,9,9,5,10,10,11,7,7,4,98
LESÃO CORPORAL CULPOSA - OUTRAS,1,0,2,2,0,12,0,1,1,0,0,0,19
LATROCÍNIO,0,0,0,0,0,0,0,0,1,0,0,0,1
Nº DE VÍTIMAS EM LATROCÍNIO,0,0,0,0,0,0,0,0,1,0,0,0,1
TOTAL DE ESTUPRO (4),4,3,2,2,1,1,3,5,0,3,1,1,26
ESTUPRO,0,1,1,1,0,1,0,2,0,1,0,0,7
ESTUPRO DE VULNERÁVEL,4,2,1,1,1,0,3,3,0,2,1,1,19
TOTAL DE ROUBO - OUTROS (1),69,71,98,70,110,54,84,72,46,89,92,76,931
ROUBO - OUTROS,65,69,93,70,110,54,84,72,43,86,89,76,911
ROUBO DE VEÍCULO,20,28,40,29,35,34,30,25,25,21,33,25,345
ROUBO A BANCO,0,0,0,0,0,0,0,0,0,0,0,0,0
ROUBO DE CARGA,4,2,5,0,0,0,0,0,3,3,3,0,20
FURTO - OUTROS,49,54,46,39,49,38,56,74,42,61,50,50,608
FURTO DE VEÍCULO,16,16,19,20,14,22,12,20,33,17,14,18,221
