Natureza,Janeiro,Fevereiro,Marco,Abril,Maio,Junho,Julho,Agosto,Setembro,Outubro,Novembro,Dezembro,Total
HOMICÍDIO DOLOSO (2),1,1,2,1,0,1,0,1,4,0,1,1,13
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO (3),0,2,3,2,0,1,1,1,3,0,2,1,16
HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,0,0,0,0,0,0,0,0,0,0,0,0,0
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,0,0,0,0,0,0,0,0,0,0,0,0,0
HOMICÍDIO CULPOSO POR ACIDENTE DE TRÂNSITO,1,0,0,0,0,0,0,0,0,0,0,0,1
HOMICÍDIO CULPOSO OUTROS,0,0,0,0,0,0,0,0,0,0,0,0,0
TENTATIVA DE HOMICÍDIO,1,0,2,0,1,1,2,1,2,0,2,1,13
LESÃO CORPORAL SEGUIDA DE MORTE,0,0,0,0,0,0,0,0,0,0,0,0,0
LESÃO CORPORAL DOLOSA,22,30,24,16,21,14,13,21,24,26,23,18,252
LESÃO CORPORAL CULPOSA POR ACIDENTE DE TRÂNSITO,11,7,12,12,12,15,7,12,17,11,22,15,153
LESÃO CORPORAL CULPOSA - OUTRAS,4,0,0,0,0,0,0,0,0,0,0,0,4
LATROCÍNIO,0,0,0,0,0,0,0,0,0,0,0,0,0
Nº DE VÍTIMAS EM LATROCÍNIO,0,0,0,0,0,0,0,0,0,0,0,0,0
TOTAL DE ESTUPRO (4),0,1,1,0,0,0,0,0,2,0,0,1,5
TOTAL DE ROUBO - OUTROS (1),51,49,63,41,46,51,45,57,43,45,55,39,585
ROUBO DE VEÍCULO,21,15,27,18,12,12,23,23,19,25,19,16,230
ROUBO A BANCO,1,0,0,0,0,0,0,0,0,0,0,0,1
ROUBO DE CARGA,0,1,2,0,0,1,0,1,2,0,1,2,10
FURTO - OUTROS,34,36,42,34,39,39,34,37,47,34,24,38,438
FURTO DE VEÍCULO,13,11,10,12,9,6,13,10,7,12,8,8,119
