Natureza,Janeiro,Fevereiro,Marco,Abril,Maio,Junho,Julho,Agosto,Setembro,Outubro,Novembro,Dezembro,Total
HOMICÍDIO DOLOSO (2),0,0,1,0,0,0,0,0,0,0,0,0,1.0
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO (3),0,0,1,0,0,0,0,0,0,0,0,0,1.0
HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,0,0,0,0,0,0,0,0,0,0,0,0,0.0
HOMICÍDIO CULPOSO POR ACIDENTE DE TRÂNSITO,1,0,0,1,0,0,0,0,1,0,0,2,5.0
HOMICÍDIO CULPOSO OUTROS,0,0,0,0,0,0,0,0,0,0,0,0,0.0
TENTATIVA DE HOMICÍDIO,1,0,0,0,2,0,1,0,0,2,0,0,6.0
LESÃO CORPORAL SEGUIDA DE MORTE,0,0,0,0,0,0,0,0,0,0,0,0,0.0
LESÃO CORPORAL DOLOSA,35,20,24,28,23,23,30,33,31,42,23,31,343.0
LESÃO CORPORAL CULPOSA POR ACIDENTE DE TRÂNSITO,6,10,11,5,10,7,6,12,13,6,12,9,107.0
LESÃO CORPORAL CULPOSA - OUTRAS,0,0,0,1,2,1,0,0,0,1,0,0,5.0
LATROCÍNIO,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Nº DE VÍTIMAS EM LATROCÍNIO,0,0,0,0,0,0,0,0,0,0,0,0,0.0
TOTAL DE ESTUPRO (4),1,0,1,3,7,1,1,2,3,7,2,3,31.0
ESTUPRO,0,0,0,2,2,0,1,1,0,2,1,1,10.0
ESTUPRO DE VULNERÁVEL,1,0,1,1,5,1,0,1,3,5,1,2,21.0
TOTAL DE ROUBO - OUTROS (1),146,90,111,95,96,78,93,108,98,103,111,136,1.265
ROUBO - OUTROS,145,90,110,95,94,78,93,107,96,103,110,135,1.256
ROUBO DE VEÍCULO,12,7,12,9,15,12,10,14,19,12,12,17,151.0
ROUBO A BANCO,0,0,0,0,0,0,0,0,0,0,0,0,0.0
ROUBO DE CARGA,1,0,1,0,2,0,0,1,2,0,1,1,9.0
FURTO - OUTROS,187,130,195,190,211,210,167,225,168,214,217,219,2.333
FURTO DE VEÍCULO,21,24,37,17,25,20,19,26,19,22,31,30,291.0
