Natureza,Janeiro,Fevereiro,Marco,Abril,Maio,Junho,Julho,Agosto,Setembro,Outubro,Novembro,Dezembro,Total
HOMICÍDIO DOLOSO (2),0,0,0,1,0,1,0,1,0,0,1,2,6.0
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO (3),0,0,0,1,0,1,0,1,0,0,1,2,6.0
HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,0,0,0,0,0,0,0,0,0,0,0,0,0.0
HOMICÍDIO CULPOSO POR ACIDENTE DE TRÂNSITO,0,0,0,0,1,1,0,0,0,0,0,0,2.0
HOMICÍDIO CULPOSO OUTROS,0,0,0,0,0,0,0,0,0,0,0,0,0.0
TENTATIVA DE HOMICÍDIO,1,1,1,1,2,0,2,1,1,0,0,3,13.0
LESÃO CORPORAL SEGUIDA DE MORTE,0,0,0,0,0,0,0,0,0,0,0,0,0.0
LESÃO CORPORAL DOLOSA,17,14,26,37,29,27,29,21,24,32,22,21,299.0
LESÃO CORPORAL CULPOSA POR ACIDENTE DE TRÂNSITO,10,17,10,11,13,14,14,9,7,10,9,7,131.0
LESÃO CORPORAL CULPOSA - OUTRAS,3,1,0,1,1,0,0,1,1,1,0,1,10.0
LATROCÍNIO,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Nº DE VÍTIMAS EM LATROCÍNIO,0,0,0,0,0,0,0,0,0,0,0,0,0.0
TOTAL DE ESTUPRO (4),1,0,2,2,5,0,1,1,4,3,1,2,22.0
ESTUPRO,0,0,1,1,0,0,0,0,1,2,0,1,6.0
ESTUPRO DE VULNERÁVEL,1,0,1,1,5,0,1,1,3,1,1,1,16.0
TOTAL DE ROUBO - OUTROS (1),106,107,101,95,105,97,116,119,96,126,119,126,1.313
ROUBO - OUTROS,102,103,100,92,104,95,112,116,93,125,114,123,1.279
ROUBO DE VEÍCULO,32,10,22,20,19,16,22,19,13,5,9,17,204.0
ROUBO A BANCO,0,0,0,0,0,0,0,0,0,0,0,0,0.0
ROUBO DE CARGA,4,4,1,3,1,2,4,3,3,1,5,3,34.0
FURTO - OUTROS,168,199,195,182,178,174,196,174,142,160,164,162,2.094
FURTO DE VEÍCULO,27,27,35,20,41,34,28,30,18,25,33,28,346.0
