Natureza,Janeiro,Fevereiro,Marco,Abril,Maio,Junho,Julho,Agosto,Setembro,Outubro,Novembro,Dezembro,Total
HOMICÍDIO DOLOSO (2),3,2,5,4,5,0,2,1,1,0,2,3,28.0
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO (3),3,2,6,3,6,0,3,1,1,0,1,2,28.0
HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,0,0,0,0,0,0,0,0,0,0,0,0,0.0
HOMICÍDIO CULPOSO POR ACIDENTE DE TRÂNSITO,1,1,1,1,1,0,0,0,1,2,1,1,10.0
HOMICÍDIO CULPOSO OUTROS,0,0,0,0,0,0,0,1,2,0,0,0,3.0
TENTATIVA DE HOMICÍDIO,0,4,1,2,1,1,3,0,2,1,2,3,20.0
LESÃO CORPORAL SEGUIDA DE MORTE,0,0,0,0,0,0,0,0,0,0,0,0,0.0
LESÃO CORPORAL DOLOSA,36,18,30,33,39,32,25,29,30,41,37,39,389.0
LESÃO CORPORAL CULPOSA POR ACIDENTE DE TRÂNSITO,13,18,26,16,26,25,24,29,31,19,20,19,266.0
LESÃO CORPORAL CULPOSA - OUTRAS,5,3,0,6,2,4,6,2,2,1,3,14,48.0
LATROCÍNIO,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Nº DE VÍTIMAS EM LATROCÍNIO,0,0,0,0,0,0,0,0,0,0,0,0,0.0
TOTAL DE ESTUPRO (4),0,0,0,0,1,0,0,0,0,3,0,2,6.0
TOTAL DE ROUBO - OUTROS (1),119,136,129,133,106,105,136,111,101,135,112,116,1.439
ROUBO DE VEÍCULO,74,67,80,68,45,64,67,63,56,67,65,36,752.0
ROUBO A BANCO,0,0,1,1,0,0,0,0,0,0,0,0,2.0
ROUBO DE CARGA,3,4,2,5,3,4,2,7,0,7,4,9,50.0
FURTO - OUTROS,132,132,132,160,142,122,142,130,128,155,161,172,1.708
FURTO DE VEÍCULO,38,32,49,54,71,49,46,55,45,38,47,47,571.0
