Natureza,Janeiro,Fevereiro,Marco,Abril,Maio,Junho,Julho,Agosto,Setembro,Outubro,Novembro,Dezembro,Total
HOMICÍDIO DOLOSO (2),0,0,1,2,0,0,1,1,0,0,0,0,5.0
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO (3),0,0,1,2,0,0,1,1,0,0,0,0,5.0
HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,0,0,0,0,0,0,0,0,0,0,0,0,0.0
HOMICÍDIO CULPOSO POR ACIDENTE DE TRÂNSITO,0,2,0,0,0,0,0,0,1,2,1,0,6.0
HOMICÍDIO CULPOSO OUTROS,0,0,0,0,0,0,0,0,0,0,0,0,0.0
TENTATIVA DE HOMICÍDIO,0,3,2,0,1,0,0,0,0,0,0,0,6.0
LESÃO CORPORAL SEGUIDA DE MORTE,0,0,0,0,0,0,0,0,0,0,0,0,0.0
LESÃO CORPORAL DOLOSA,26,26,19,20,15,17,15,23,28,22,24,16,251.0
LESÃO CORPORAL CULPOSA POR ACIDENTE DE TRÂNSITO,8,8,17,14,12,19,22,18,9,16,7,9,159.0
LESÃO CORPORAL CULPOSA - OUTRAS,3,1,1,1,2,0,0,1,4,1,2,1,17.0
LATROCÍNIO,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Nº DE VÍTIMAS EM LATROCÍNIO,0,0,0,0,0,0,0,0,0,0,0,0,0.0
TOTAL DE ESTUPRO (4),0,3,1,1,6,0,2,1,2,2,5,3,26.0
ESTUPRO,0,1,0,1,3,0,1,0,1,1,2,0,10.0
ESTUPRO DE VULNERÁVEL,0,2,1,0,3,0,1,1,1,1,3,3,16.0
TOTAL DE ROUBO - OUTROS (1),110,90,113,135,119,107,105,115,91,108,105,101,1.299
ROUBO - OUTROS,107,89,111,134,118,105,104,110,91,107,104,100,1.28
ROUBO DE VEÍCULO,18,10,27,23,17,24,25,30,20,29,42,43,308.0
ROUBO A BANCO,0,0,0,0,0,0,0,0,0,0,0,0,0.0
ROUBO DE CARGA,3,1,2,1,1,2,1,5,0,1,1,1,19.0
FURTO - OUTROS,97,112,108,99,88,99,127,109,105,104,106,129,1.283
FURTO DE VEÍCULO,36,33,25,32,34,30,36,39,34,43,48,26,416.0
