Natureza,Janeiro,Fevereiro,Marco,Abril,Maio,Junho,Julho,Agosto,Setembro,Outubro,Novembro,Dezembro,Total
HOMICÍDIO DOLOSO (2),1,1,0,3,2,0,1,3,4,1,0,0,16.0
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO (3),1,1,0,3,2,0,1,3,5,1,0,0,17.0
HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,0,0,0,0,0,0,0,0,0,0,0,0,0.0
HOMICÍDIO CULPOSO POR ACIDENTE DE TRÂNSITO,0,1,0,0,1,0,1,2,2,0,3,1,11.0
HOMICÍDIO CULPOSO OUTROS,0,0,0,0,0,0,0,0,0,0,0,0,0.0
TENTATIVA DE HOMICÍDIO,1,2,1,2,1,0,2,0,1,3,1,1,15.0
LESÃO CORPORAL DOLOSA,31,28,31,28,28,23,22,21,21,28,22,37,320.0
LESÃO CORPORAL CULPOSA POR ACIDENTE DE TRÂNSITO,20,15,30,18,36,25,26,38,21,33,24,20,306.0
LESÃO CORPORAL CULPOSA - OUTRAS,0,2,0,1,2,4,1,1,1,3,2,1,18.0
LATROCÍNIO,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Nº DE VÍTIMAS EM LATROCÍNIO,0,0,0,0,0,0,0,0,0,0,0,0,0.0
TOTAL DE ESTUPRO (4),1,2,3,0,2,3,1,2,0,4,0,4,22.0
TOTAL DE ROUBO - OUTROS (1),61,75,90,86,100,114,93,152,137,130,44,76,1.158
ROUBO DE VEÍCULO,9,16,18,29,34,24,15,28,13,11,6,16,219.0
ROUBO A BANCO,0,0,0,0,0,0,1,0,0,1,0,0,2.0
ROUBO DE CARGA,1,1,0,0,2,3,3,0,0,1,2,1,14.0
FURTO - OUTROS,80,114,115,106,127,118,103,152,125,135,106,112,1.393
FURTO DE VEÍCULO,11,13,18,18,17,7,10,14,12,9,12,15,156.0
