Natureza,Janeiro,Fevereiro,Marco,Abril,Maio,Junho,Julho,Agosto,Setembro,Outubro,Novembro,Dezembro,Total
HOMICÍDIO DOLOSO (2),1,0,0,0,1,1,0,0,0,0,0,1,4.0
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO (3),1,0,0,0,1,1,0,0,0,0,0,1,4.0
HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,0,0,0,0,0,0,0,0,0,0,0,0,0.0
HOMICÍDIO CULPOSO POR ACIDENTE DE TRÂNSITO,2,2,0,0,0,1,0,1,1,0,0,0,7.0
HOMICÍDIO CULPOSO OUTROS,2,0,0,0,0,0,0,0,0,0,0,0,2.0
TENTATIVA DE HOMICÍDIO,3,1,2,2,3,2,1,0,1,0,0,3,18.0
LESÃO CORPORAL SEGUIDA DE MORTE,0,0,0,1,0,0,0,0,0,0,0,0,1.0
LESÃO CORPORAL DOLOSA,29,28,24,18,21,28,22,20,31,32,24,23,300.0
LESÃO CORPORAL CULPOSA POR ACIDENTE DE TRÂNSITO,9,18,11,7,5,15,9,11,12,8,13,8,126.0
LESÃO CORPORAL CULPOSA - OUTRAS,3,0,1,0,0,0,0,1,3,1,2,4,15.0
LATROCÍNIO,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Nº DE VÍTIMAS EM LATROCÍNIO,0,0,0,0,0,0,0,0,0,0,0,0,0.0
TOTAL DE ESTUPRO (4),3,1,1,1,3,3,2,3,0,4,5,2,28.0
ESTUPRO,1,0,1,0,0,0,0,2,0,1,3,1,9.0
ESTUPRO DE VULNERÁVEL,2,1,0,1,3,3,2,1,0,3,2,1,19.0
TOTAL DE ROUBO - OUTROS (1),143,139,124,92,146,105,135,136,164,168,180,167,1.699
ROUBO - OUTROS,142,137,121,91,145,104,134,135,164,166,179,165,1.683
ROUBO DE VEÍCULO,12,12,5,13,12,11,8,13,18,10,17,17,148.0
ROUBO A BANCO,0,0,0,0,0,0,0,0,0,0,0,0,0.0
ROUBO DE CARGA,1,2,3,1,1,1,1,1,0,2,1,2,16.0
FURTO - OUTROS,136,154,137,83,135,160,121,165,111,142,130,113,1.587
FURTO DE VEÍCULO,18,8,13,19,8,6,8,17,11,13,12,13,146.0
