Natureza,Janeiro,Fevereiro,Marco,Abril,Maio,Junho,Julho,Agosto,Setembro,Outubro,Novembro,Dezembro,Total
HOMICÍDIO DOLOSO (2),3,6,0,0,1,1,2,0,0,0,1,2,16.0
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO (3),3,6,0,0,1,1,2,0,0,0,1,2,16.0
HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,0,0,0,0,0,0,0,0,0,0,0,0,0.0
HOMICÍDIO CULPOSO POR ACIDENTE DE TRÂNSITO,1,0,3,0,0,0,1,1,1,0,1,2,10.0
HOMICÍDIO CULPOSO OUTROS,0,1,0,0,0,0,0,0,0,0,0,0,1.0
TENTATIVA DE HOMICÍDIO,2,2,2,0,0,0,0,3,1,4,1,0,15.0
LESÃO CORPORAL DOLOSA,23,13,25,25,21,24,30,19,26,23,22,31,282.0
LESÃO CORPORAL CULPOSA POR ACIDENTE DE TRÂNSITO,27,30,28,33,34,36,41,35,28,29,43,32,396.0
LESÃO CORPORAL CULPOSA - OUTRAS,1,0,0,0,2,1,3,0,0,0,0,0,7.0
LATROCÍNIO,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Nº DE VÍTIMAS EM LATROCÍNIO,0,0,0,0,0,0,0,0,0,0,0,0,0.0
TOTAL DE ESTUPRO (4),1,4,1,3,1,5,1,2,0,1,4,3,26.0
TOTAL DE ROUBO - OUTROS (1),79,91,102,108,163,145,125,107,117,159,166,151,1513.0
ROUBO DE VEÍCULO,25,11,13,11,21,59,24,26,9,16,23,18,256.0
ROUBO A BANCO,0,0,0,0,0,0,0,0,0,0,0,0,0.0
ROUBO DE CARGA,0,1,1,0,2,2,1,1,1,2,0,0,11.0
FURTO - OUTROS,122,85,71,97,138,103,112,130,117,119,115,107,1316.0
FURTO DE VEÍCULO,13,12,7,3,9,16,19,5,10,6,11,13,124.0
