Natureza,Janeiro,Fevereiro,Marco,Abril,Maio,Junho,Julho,Agosto,Setembro,Outubro,Novembro,Dezembro,Total
HOMICÍDIO DOLOSO (2),4,1,2,2,4,3,1,4,3,4,3,0,31
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO (3),4,1,2,2,4,5,1,4,3,4,3,0,33
HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,0,0,0,0,0,0,0,0,0,0,0,0,0
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,0,0,0,0,0,0,0,0,0,0,0,0,0
HOMICÍDIO CULPOSO POR ACIDENTE DE TRÂNSITO,0,0,0,0,0,0,0,0,0,0,0,0,0
HOMICÍDIO CULPOSO OUTROS,0,0,0,0,0,1,0,0,0,0,0,0,1
TENTATIVA DE HOMICÍDIO,1,2,4,1,2,2,1,1,1,2,2,2,21
LESÃO CORPORAL SEGUIDA DE MORTE,0,0,0,0,0,0,0,0,0,0,0,0,0
LESÃO CORPORAL DOLOSA,16,16,14,18,8,14,12,8,11,22,15,19,173
LESÃO CORPORAL CULPOSA POR ACIDENTE DE TRÂNSITO,20,13,19,20,18,16,9,8,8,26,15,8,180
LESÃO CORPORAL CULPOSA - OUTRAS,0,2,1,0,2,2,1,3,0,1,4,0,16
LATROCÍNIO,1,0,0,0,0,0,0,0,0,0,0,0,1
Nº DE VÍTIMAS EM LATROCÍNIO,1,0,0,0,0,0,0,0,0,0,0,0,1
TOTAL DE ESTUPRO (4),2,0,2,0,0,0,1,1,0,0,0,0,6
TOTAL DE ROUBO - OUTROS (1),52,53,76,74,62,44,67,65,60,56,64,52,725
ROUBO DE VEÍCULO,20,18,28,27,40,39,29,33,33,24,29,28,348
ROUBO A BANCO,0,0,0,0,0,0,0,0,0,0,0,0,0
ROUBO DE CARGA,1,0,0,0,0,6,11,4,6,1,4,1,34
FURTO - OUTROS,70,38,37,47,49,43,38,48,37,50,67,61,585
FURTO DE VEÍCULO,22,23,26,14,25,13,16,26,21,22,16,14,238
