Natureza,Janeiro,Fevereiro,Marco,Abril,Maio,Junho,Julho,Agosto,Setembro,Outubro,Novembro,Dezembro,Total
HOMICÍDIO DOLOSO (2),3,6,9,5,5,3,6,7,9,1,9,7,70.0
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO (3),4,6,10,5,5,3,6,7,9,1,9,7,72.0
HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,0,0,0,0,0,0,0,0,0,0,0,0,0.0
HOMICÍDIO CULPOSO POR ACIDENTE DE TRÂNSITO,0,0,0,2,2,0,2,1,0,0,0,1,8.0
HOMICÍDIO CULPOSO OUTROS,0,0,1,0,0,0,0,0,0,0,0,0,1.0
TENTATIVA DE HOMICÍDIO,6,3,2,3,5,3,6,10,2,4,5,4,53.0
LESÃO CORPORAL DOLOSA,70,56,48,60,49,44,52,56,66,58,57,68,684.0
LESÃO CORPORAL CULPOSA POR ACIDENTE DE TRÂNSITO,34,25,30,30,33,35,38,36,42,36,37,29,405.0
LESÃO CORPORAL CULPOSA - OUTRAS,0,0,2,0,0,1,0,0,1,1,1,0,6.0
LATROCÍNIO,1,0,0,0,1,1,0,0,1,1,1,0,6.0
Nº DE VÍTIMAS EM LATROCÍNIO,1,0,0,0,2,1,0,0,1,1,1,0,7.0
TOTAL DE ESTUPRO (4),7,2,2,2,7,7,9,3,6,6,7,10,68.0
ESTUPRO,...,...,...,...,...,...,...,...,...,...,...,...,7.0
TOTAL DE ROUBO - OUTROS (1),369,358,428,299,357,302,341,323,310,289,333,279,3988.0
ROUBO - OUTROS,...,...,...,...,...,...,...,...,...,...,...,...,313.0
ROUBO DE VEÍCULO,62,58,45,32,45,42,42,25,32,29,37,49,498.0
ROUBO A BANCO,0,0,0,0,0,0,0,0,0,0,0,0,0.0
ROUBO DE CARGA,40,16,24,23,23,14,11,18,16,18,20,14,237.0
FURTO - OUTROS,131,106,130,158,153,160,175,145,153,133,156,142,1742.0
FURTO DE VEÍCULO,31,13,37,40,39,28,34,29,25,43,35,42,396.0
