Natureza,Janeiro,Fevereiro,Marco,Abril,Maio,Junho,Julho,Agosto,Setembro,Outubro,Novembro,Dezembro,Total
HOMICÍDIO DOLOSO (2),18,14,18,18,25,29,16,10,14,15,12,14,203.0
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO (3),18,13,20,19,24,27,16,10,15,15,13,15,205.0
HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,0,0,0,0,0,0,0,0,0,0,0,0,0.0
HOMICÍDIO CULPOSO POR ACIDENTE DE TRÂNSITO,0,0,0,1,0,0,2,0,0,0,0,1,4.0
HOMICÍDIO CULPOSO OUTROS,0,0,0,1,0,0,0,0,0,0,0,0,1.0
TENTATIVA DE HOMICÍDIO,8,1,10,7,12,12,8,6,8,9,9,6,96.0
LESÃO CORPORAL SEGUIDA DE MORTE,0,0,0,0,0,0,0,0,0,0,0,0,0.0
LESÃO CORPORAL DOLOSA,49,51,51,40,37,59,22,39,17,25,31,49,470.0
LESÃO CORPORAL CULPOSA POR ACIDENTE DE TRÂNSITO,8,3,9,13,16,9,7,11,10,13,11,12,122.0
LESÃO CORPORAL CULPOSA - OUTRAS,0,2,1,2,1,0,1,0,0,2,1,2,12.0
LATROCÍNIO,0,0,0,0,1,1,1,0,0,0,0,0,3.0
Nº DE VÍTIMAS EM LATROCÍNIO,0,0,0,0,1,1,1,0,0,0,0,0,3.0
TOTAL DE ESTUPRO (4),4,3,1,1,1,2,0,1,1,3,0,1,18.0
TOTAL DE ROUBO - OUTROS (1),119,120,148,162,170,166,151,174,185,182,156,147,1.88
ROUBO DE VEÍCULO,41,51,58,44,40,52,32,38,39,43,28,33,499.0
ROUBO A BANCO,0,0,0,0,0,0,0,0,0,0,0,0,0.0
ROUBO DE CARGA,0,11,0,0,1,4,11,0,4,11,10,12,64.0
FURTO - OUTROS,69,66,71,76,80,71,85,80,80,109,100,117,1.004
FURTO DE VEÍCULO,35,27,28,21,33,33,40,40,33,31,17,17,355.0
