Natureza,Janeiro,Fevereiro,Marco,Abril,Maio,Junho,Julho,Agosto,Setembro,Outubro,Novembro,Dezembro,Total
HOMICÍDIO DOLOSO (2),0,1.0,0,0,0,1,1,1,1,0,0,1,6.0
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO (3),0,1.0,0,0,0,1,1,1,1,0,0,1,6.0
HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0
HOMICÍDIO CULPOSO POR ACIDENTE DE TRÂNSITO,0,1.0,0,1,1,0,1,1,0,0,0,0,5.0
HOMICÍDIO CULPOSO OUTROS,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0
TENTATIVA DE HOMICÍDIO,0,0.0,1,0,2,0,1,0,1,0,1,1,7.0
LESÃO CORPORAL SEGUIDA DE MORTE,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0
LESÃO CORPORAL DOLOSA,31,36.0,41,29,27,22,28,33,33,29,29,29,367.0
LESÃO CORPORAL CULPOSA POR ACIDENTE DE TRÂNSITO,16,33.0,17,14,12,17,18,15,11,11,15,15,194.0
LESÃO CORPORAL CULPOSA - OUTRAS,0,1.0,1,0,1,1,1,0,1,1,2,0,9.0
LATROCÍNIO,0,0.0,0,0,0,0,0,1,0,0,0,1,2.0
Nº DE VÍTIMAS EM LATROCÍNIO,0,0.0,0,0,0,0,0,1,0,0,0,1,2.0
TOTAL DE ESTUPRO (4),0,3.0,1,1,2,2,2,1,4,1,1,4,22.0
ESTUPRO,0,2.0,1,0,2,2,1,1,3,1,1,3,17.0
ESTUPRO DE VULNERÁVEL,0,1.0,0,1,0,0,1,0,1,0,0,1,5.0
TOTAL DE ROUBO - OUTROS (1),180,201.0,209,206,201,186,176,183,188,206,160,145,2.241
ROUBO - OUTROS,179,201.0,206,204,200,183,170,179,185,205,159,141,2.212
ROUBO DE VEÍCULO,25,16.0,35,27,20,23,19,25,26,19,17,17,269.0
ROUBO A BANCO,0,0.0,0,0,0,0,1,0,0,0,0,0,1.0
ROUBO DE CARGA,1,0.0,3,2,1,3,5,4,3,1,1,4,28.0
FURTO - OUTROS,486,1.201,576,660,673,589,553,590,522,473,649,502,7.474
FURTO DE VEÍCULO,90,72.0,104,104,101,80,78,102,84,105,88,67,1.075
