Natureza,Janeiro,Fevereiro,Marco,Abril,Maio,Junho,Julho,Agosto,Setembro,Outubro,Novembro,Dezembro,Total
HOMICÍDIO DOLOSO (2),0,2,0,1,2,0,1,3,0,0,1,0,10.0
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO (3),0,3,0,0,2,0,1,3,0,0,1,0,10.0
HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,0,0,0,0,0,0,0,0,0,0,0,0,0.0
HOMICÍDIO CULPOSO POR ACIDENTE DE TRÂNSITO,2,1,2,0,0,1,0,1,0,0,0,1,8.0
HOMICÍDIO CULPOSO OUTROS,0,0,1,0,0,0,0,0,0,0,2,0,3.0
TENTATIVA DE HOMICÍDIO,2,0,0,1,0,3,1,2,1,0,3,1,14.0
LESÃO CORPORAL SEGUIDA DE MORTE,0,0,0,0,0,0,0,0,0,0,0,0,0.0
LESÃO CORPORAL DOLOSA,32,42,36,26,25,20,28,37,31,31,31,28,367.0
LESÃO CORPORAL CULPOSA POR ACIDENTE DE TRÂNSITO,37,53,33,47,50,35,35,39,46,38,46,31,490.0
LESÃO CORPORAL CULPOSA - OUTRAS,0,2,0,5,2,1,2,4,3,5,2,4,30.0
LATROCÍNIO,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Nº DE VÍTIMAS EM LATROCÍNIO,0,0,0,0,0,0,0,0,0,0,0,0,0.0
TOTAL DE ESTUPRO (4),1,1,1,1,2,0,1,1,0,0,0,0,8.0
TOTAL DE ROUBO - OUTROS (1),191,165,236,286,272,215,190,230,239,269,221,189,2.703
ROUBO DE VEÍCULO,21,20,27,46,51,38,29,28,30,55,34,35,414.0
ROUBO A BANCO,0,0,0,0,0,0,0,0,0,0,0,0,0.0
ROUBO DE CARGA,0,2,1,2,0,0,0,0,0,0,0,0,5.0
FURTO - OUTROS,227,218,96,246,317,279,289,325,333,365,317,288,3.3
FURTO DE VEÍCULO,92,119,117,128,127,95,114,132,143,152,129,75,1.423
