Natureza,Janeiro,Fevereiro,Marco,Abril,Maio,Junho,Julho,Agosto,Setembro,Outubro,Novembro,Dezembro,Total
HOMICÍDIO DOLOSO (2),1,0,0,0,0,0,0,0,0,0,0,0,1.0
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO (3),1,0,0,0,0,0,0,0,0,0,0,0,1.0
HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,0,0,0,0,0,0,0,0,0,0,0,0,0.0
HOMICÍDIO CULPOSO POR ACIDENTE DE TRÂNSITO,0,0,0,0,0,0,0,0,0,0,0,0,0.0
HOMICÍDIO CULPOSO OUTROS,0,0,0,0,0,0,0,0,0,0,0,0,0.0
TENTATIVA DE HOMICÍDIO,1,0,0,0,0,0,0,1,0,0,1,1,4.0
LESÃO CORPORAL SEGUIDA DE MORTE,0,0,0,0,0,0,0,0,0,0,0,0,0.0
LESÃO CORPORAL DOLOSA,13,18,24,17,24,19,16,18,14,21,18,19,221.0
LESÃO CORPORAL CULPOSA POR ACIDENTE DE TRÂNSITO,10,6,12,1,11,18,11,12,13,4,7,10,115.0
LESÃO CORPORAL CULPOSA - OUTRAS,0,0,0,2,0,0,0,1,1,2,0,1,7.0
LATROCÍNIO,0,0,0,0,0,0,0,1,0,0,0,0,1.0
Nº DE VÍTIMAS EM LATROCÍNIO,0,0,0,0,0,0,0,1,0,0,0,0,1.0
TOTAL DE ESTUPRO (4),2,1,4,1,0,2,0,1,1,1,0,2,15.0
ESTUPRO,0,1,2,0,0,1,0,0,0,1,0,2,7.0
ESTUPRO DE VULNERÁVEL,2,0,2,1,0,1,0,1,1,0,0,0,8.0
TOTAL DE ROUBO - OUTROS (1),145,187,119,150,168,127,130,143,138,163,190,164,1824.0
ROUBO - OUTROS,145,187,118,149,165,125,130,143,137,161,189,161,1810.0
ROUBO DE VEÍCULO,8,1,3,4,4,3,5,3,3,3,5,6,48.0
ROUBO A BANCO,0,0,0,0,0,0,0,0,0,0,0,0,0.0
ROUBO DE CARGA,0,0,1,1,3,2,0,0,1,2,1,3,14.0
FURTO - OUTROS,505,421,286,302,347,354,391,413,494,461,895,545,5414.0
FURTO DE VEÍCULO,27,40,30,53,49,47,52,50,59,59,69,37,572.0
