Natureza,Janeiro,Fevereiro,Marco,Abril,Maio,Junho,Julho,Agosto,Setembro,Outubro,Novembro,Dezembro,Total
HOMICÍDIO DOLOSO (2),0,1,0,1,1,2,0,0,2,0,0,0,7.0
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO (3),0,1,0,1,0,2,0,0,0,0,0,0,4.0
HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,0,0,0,0,0,0,0,0,0,0,0,0,0.0
HOMICÍDIO CULPOSO POR ACIDENTE DE TRÂNSITO,0,2,0,4,1,0,1,0,0,3,0,2,13.0
HOMICÍDIO CULPOSO OUTROS,0,0,0,0,1,0,0,0,0,0,1,1,3.0
TENTATIVA DE HOMICÍDIO,0,0,3,3,2,3,2,3,1,1,1,3,22.0
LESÃO CORPORAL SEGUIDA DE MORTE,0,0,0,0,0,0,0,0,0,0,0,0,0.0
LESÃO CORPORAL DOLOSA,33,28,30,29,42,35,32,45,44,48,38,35,439.0
LESÃO CORPORAL CULPOSA POR ACIDENTE DE TRÂNSITO,27,42,48,44,54,38,35,38,16,67,31,48,488.0
LESÃO CORPORAL CULPOSA - OUTRAS,3,1,1,3,2,6,1,1,11,0,1,1,31.0
LATROCÍNIO,0,1,0,0,0,0,0,0,0,0,0,0,1.0
Nº DE VÍTIMAS EM LATROCÍNIO,0,0,0,0,0,0,0,0,0,0,0,0,0.0
TOTAL DE ESTUPRO (4),0,0,1,1,1,0,1,0,0,0,1,0,5.0
TOTAL DE ROUBO - OUTROS (1),152,158,225,238,228,199,236,221,227,199,185,186,2.454
ROUBO DE VEÍCULO,37,56,71,50,90,60,64,94,73,69,65,46,775.0
ROUBO A BANCO,0,0,0,1,0,0,1,0,0,0,1,0,3.0
ROUBO DE CARGA,2,1,9,1,3,4,2,2,2,8,1,5,40.0
FURTO - OUTROS,261,246,421,368,385,382,354,440,405,338,335,350,4.285
FURTO DE VEÍCULO,193,242,275,232,197,253,281,267,309,277,252,84,2.862
