Natureza,Janeiro,Fevereiro,Marco,Abril,Maio,Junho,Julho,Agosto,Setembro,Outubro,Novembro,Dezembro,Total
HOMICÍDIO DOLOSO (2),0,1,2,1,0,0,0,0,1,3,0,3.0,11.0
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO (3),0,2,2,1,0,0,0,0,1,3,0,3.0,12.0
HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
HOMICÍDIO CULPOSO POR ACIDENTE DE TRÂNSITO,0,1,1,1,1,0,0,1,2,2,1,1.0,11.0
HOMICÍDIO CULPOSO OUTROS,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
TENTATIVA DE HOMICÍDIO,1,0,1,1,3,0,2,1,0,1,1,0.0,11.0
LESÃO CORPORAL SEGUIDA DE MORTE,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
LESÃO CORPORAL DOLOSA,34,36,34,32,32,33,29,39,42,35,35,49.0,430.0
LESÃO CORPORAL CULPOSA POR ACIDENTE DE TRÂNSITO,21,30,28,33,25,22,36,44,40,47,36,35.0,397.0
LESÃO CORPORAL CULPOSA - OUTRAS,0,3,0,1,1,2,0,0,0,1,0,0.0,8.0
LATROCÍNIO,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
Nº DE VÍTIMAS EM LATROCÍNIO,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
TOTAL DE ESTUPRO (4),2,0,0,1,4,2,0,0,2,0,2,1.0,14.0
TOTAL DE ROUBO - OUTROS (1),117,143,142,169,163,172,163,166,171,161,161,252.0,1980.0
ROUBO DE VEÍCULO,51,44,53,32,59,85,38,50,35,44,47,27.0,565.0
ROUBO A BANCO,0,0,1,0,0,0,1,0,0,0,1,0.0,3.0
ROUBO DE CARGA,1,2,4,3,3,4,3,2,9,4,1,4.0,40.0
FURTO - OUTROS,359,499,330,425,453,541,290,579,590,556,556,1157.0,6335.0
FURTO DE VEÍCULO,60,161,102,65,151,155,105,163,142,107,165,218.0,1594.0
