Natureza,Janeiro,Fevereiro,Marco,Abril,Maio,Junho,Julho,Agosto,Setembro,Outubro,Novembro,Dezembro,Total
HOMICÍDIO DOLOSO (2),1,2,0,2,2,1,4,3,3,2,3,2,25.0
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO (3),1,2,0,2,3,1,4,3,3,2,3,2,26.0
HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,0,0,0,0,0,0,0,0,0,0,0,0,0.0
HOMICÍDIO CULPOSO POR ACIDENTE DE TRÂNSITO,1,0,1,0,5,0,0,0,1,4,2,1,15.0
HOMICÍDIO CULPOSO OUTROS,0,0,0,0,0,0,0,0,0,0,0,0,0.0
TENTATIVA DE HOMICÍDIO,1,5,0,2,1,3,2,1,1,1,1,1,19.0
LESÃO CORPORAL SEGUIDA DE MORTE,0,0,0,0,0,0,0,0,0,0,0,0,0.0
LESÃO CORPORAL DOLOSA,17,17,20,25,17,19,22,20,18,29,41,28,273.0
LESÃO CORPORAL CULPOSA POR ACIDENTE DE TRÂNSITO,17,21,26,26,23,17,23,26,31,22,30,27,289.0
LESÃO CORPORAL CULPOSA - OUTRAS,1,0,0,0,0,0,0,0,0,0,1,1,3.0
LATROCÍNIO,0,0,0,0,0,0,0,0,0,1,0,0,1.0
Nº DE VÍTIMAS EM LATROCÍNIO,0,0,0,0,0,0,0,0,0,1,0,0,1.0
TOTAL DE ESTUPRO (4),0,0,0,0,2,2,1,1,0,1,0,0,7.0
TOTAL DE ROUBO - OUTROS (1),76,79,112,68,82,103,94,75,89,86,81,91,1036.0
ROUBO DE VEÍCULO,51,22,28,38,47,49,59,37,33,46,27,46,483.0
ROUBO A BANCO,0,0,0,0,0,0,0,0,0,0,0,0,0.0
ROUBO DE CARGA,3,10,2,5,4,4,5,2,6,11,2,5,59.0
FURTO - OUTROS,100,121,94,83,99,81,97,101,110,99,113,102,1200.0
FURTO DE VEÍCULO,47,16,36,23,49,47,40,29,43,36,41,42,449.0
