Natureza,Janeiro,Fevereiro,Marco,Abril,Maio,Junho,Julho,Agosto,Setembro,Outubro,Novembro,Dezembro,Total
HOMICÍDIO DOLOSO (2),2,4,3,1,1,0,1,0,1,0,2,2,17.0
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO (3),2,4,1,1,1,0,1,0,1,0,2,2,15.0
HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,0,0,0,0,0,0,0,0,0,0,0,0,0.0
HOMICÍDIO CULPOSO POR ACIDENTE DE TRÂNSITO,1,1,0,3,4,0,0,1,1,1,0,5,17.0
HOMICÍDIO CULPOSO OUTROS,0,0,0,0,0,0,0,0,0,0,0,0,0.0
TENTATIVA DE HOMICÍDIO,0,0,0,1,0,2,1,0,0,2,0,0,6.0
LESÃO CORPORAL SEGUIDA DE MORTE,0,0,0,0,0,0,0,0,0,0,0,0,0.0
LESÃO CORPORAL DOLOSA,38,31,43,42,41,32,30,30,25,44,43,39,438.0
LESÃO CORPORAL CULPOSA POR ACIDENTE DE TRÂNSITO,25,20,22,24,26,17,19,28,17,26,28,33,285.0
LESÃO CORPORAL CULPOSA - OUTRAS,1,0,3,3,1,1,1,0,3,0,0,0,13.0
LATROCÍNIO,0,0,0,1,0,0,0,1,0,0,0,0,2.0
Nº DE VÍTIMAS EM LATROCÍNIO,0,0,0,1,1,0,0,1,0,1,0,0,4.0
TOTAL DE ESTUPRO (4),0,0,1,0,1,0,0,1,2,1,0,0,6.0
TOTAL DE ROUBO - OUTROS (1),60,72,78,78,80,68,82,89,70,55,64,52,848.0
ROUBO DE VEÍCULO,54,65,50,43,48,52,44,36,22,32,36,23,505.0
ROUBO A BANCO,0,0,0,1,0,0,1,0,0,1,2,0,5.0
ROUBO DE CARGA,6,7,9,6,5,8,6,6,1,3,4,4,65.0
FURTO - OUTROS,85,86,103,99,118,104,100,114,113,131,98,100,1251.0
FURTO DE VEÍCULO,46,33,43,49,59,59,41,40,32,41,46,30,519.0
