Natureza,Janeiro,Fevereiro,Marco,Abril,Maio,Junho,Julho,Agosto,Setembro,Outubro,Novembro,Dezembro,Total
HOMICÍDIO DOLOSO (2),0,1,0,1,0,0,0,0,0,2,0,0,4
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO (3),0,1,0,1,0,0,0,0,0,2,0,0,4
HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,0,0,0,0,0,0,0,0,0,0,0,0,0
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,0,0,0,0,0,0,0,0,0,0,0,0,0
HOMICÍDIO CULPOSO POR ACIDENTE DE TRÂNSITO,3,0,1,1,1,0,2,0,1,2,1,1,13
HOMICÍDIO CULPOSO OUTROS,0,0,0,0,0,0,0,0,0,0,0,0,0
TENTATIVA DE HOMICÍDIO,0,3,0,0,1,1,0,1,0,1,0,0,7
LESÃO CORPORAL SEGUIDA DE MORTE,0,0,0,0,0,0,0,0,0,0,0,0,0
LESÃO CORPORAL DOLOSA,6,7,9,7,6,7,7,9,3,7,5,4,77
LESÃO CORPORAL CULPOSA POR ACIDENTE DE TRÂNSITO,17,15,19,12,10,8,10,4,11,14,14,13,147
LESÃO CORPORAL CULPOSA - OUTRAS,0,1,1,0,0,0,0,0,0,0,0,0,2
LATROCÍNIO,0,0,0,0,0,0,0,0,0,0,0,0,0
Nº DE VÍTIMAS EM LATROCÍNIO,0,0,0,0,0,0,0,0,0,0,0,0,0
TOTAL DE ESTUPRO (4),0,0,2,0,0,0,0,0,0,1,0,0,3
TOTAL DE ROUBO - OUTROS (1),54,36,62,57,62,42,50,47,49,57,55,57,628
ROUBO DE VEÍCULO,7,10,22,15,17,20,24,23,19,20,30,11,218
ROUBO A BANCO,0,0,0,0,0,0,0,0,0,0,0,0,0
ROUBO DE CARGA,0,0,0,0,0,1,0,0,0,0,0,0,1
FURTO - OUTROS,82,57,71,65,63,63,76,77,73,81,61,85,854
FURTO DE VEÍCULO,58,84,65,31,51,63,58,78,92,79,80,42,781
