Natureza,Janeiro,Fevereiro,Marco,Abril,Maio,Junho,Julho,Agosto,Setembro,Outubro,Novembro,Dezembro,Total
HOMICÍDIO DOLOSO (2),0,0,0,0,0,0,0,2,0,0,0,0,2.0
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO (3),0,0,0,0,0,0,0,2,0,0,0,0,2.0
HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,0,0,0,0,0,0,0,0,0,0,0,0,0.0
HOMICÍDIO CULPOSO POR ACIDENTE DE TRÂNSITO,1,0,0,0,1,0,0,0,0,1,0,0,3.0
HOMICÍDIO CULPOSO OUTROS,0,0,0,0,0,0,0,0,0,0,0,0,0.0
TENTATIVA DE HOMICÍDIO,0,0,2,0,0,0,0,0,0,1,0,0,3.0
LESÃO CORPORAL SEGUIDA DE MORTE,0,0,0,0,0,0,0,0,0,0,0,0,0.0
LESÃO CORPORAL DOLOSA,10,12,12,19,26,9,15,17,22,22,24,15,203.0
LESÃO CORPORAL CULPOSA POR ACIDENTE DE TRÂNSITO,4,3,19,10,3,11,5,2,10,6,8,6,87.0
LESÃO CORPORAL CULPOSA - OUTRAS,0,0,0,0,0,0,0,0,1,2,1,0,4.0
LATROCÍNIO,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Nº DE VÍTIMAS EM LATROCÍNIO,0,0,0,0,0,0,0,0,0,0,0,0,0.0
TOTAL DE ESTUPRO (4),1,0,3,1,0,0,2,0,2,2,2,0,13.0
ESTUPRO,0,0,0,1,0,0,0,0,0,0,1,0,2.0
ESTUPRO DE VULNERÁVEL,1,0,3,0,0,0,2,0,2,2,1,0,11.0
TOTAL DE ROUBO - OUTROS (1),56,64,48,56,59,47,37,46,43,51,60,53,620.0
ROUBO - OUTROS,56,62,48,55,59,47,37,46,43,50,58,49,610.0
ROUBO DE VEÍCULO,5,6,5,4,6,7,4,4,5,4,6,1,57.0
ROUBO A BANCO,0,0,0,0,0,0,0,0,0,0,0,0,0.0
ROUBO DE CARGA,0,2,0,1,0,0,0,0,0,1,2,4,10.0
FURTO - OUTROS,195,135,176,184,204,170,188,209,226,219,179,151,2.236
FURTO DE VEÍCULO,31,32,40,57,41,29,42,42,37,46,37,24,458.0
