Natureza,Janeiro,Fevereiro,Marco,Abril,Maio,Junho,Julho,Agosto,Setembro,Outubro,Novembro,Dezembro,Total
HOMICÍDIO DOLOSO (2),0,0,0,2,0,0,0,0,0,0,0,0,2.0
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO (3),0,0,0,2,0,0,0,0,0,0,0,0,2.0
HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,0,0,0,0,0,0,0,0,0,0,0,0,0.0
HOMICÍDIO CULPOSO POR ACIDENTE DE TRÂNSITO,1,0,2,0,0,0,0,0,0,1,1,1,6.0
HOMICÍDIO CULPOSO OUTROS,0,0,0,0,0,0,0,0,0,0,0,0,0.0
TENTATIVA DE HOMICÍDIO,0,0,1,2,1,0,1,1,0,1,1,0,8.0
LESÃO CORPORAL SEGUIDA DE MORTE,0,0,0,0,0,1,0,0,0,1,0,0,2.0
LESÃO CORPORAL DOLOSA,35,47,41,22,35,29,22,30,30,25,30,40,386.0
LESÃO CORPORAL CULPOSA POR ACIDENTE DE TRÂNSITO,6,6,5,3,4,6,10,6,2,7,6,9,70.0
LESÃO CORPORAL CULPOSA - OUTRAS,0,0,1,0,2,1,1,0,1,0,1,0,7.0
LATROCÍNIO,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Nº DE VÍTIMAS EM LATROCÍNIO,0,0,0,0,0,0,0,0,0,0,0,0,0.0
TOTAL DE ESTUPRO (4),5,5,2,3,5,3,0,5,2,3,4,2,39.0
ESTUPRO,2,2,0,0,1,1,0,0,2,0,2,0,10.0
ESTUPRO DE VULNERÁVEL,3,3,2,3,4,2,0,5,0,3,2,2,29.0
TOTAL DE ROUBO - OUTROS (1),93,88,89,55,49,46,59,55,75,60,51,74,794.0
ROUBO - OUTROS,92,87,89,55,49,46,59,55,75,60,51,74,792.0
ROUBO DE VEÍCULO,6,5,6,4,5,3,7,2,3,9,7,5,62.0
ROUBO A BANCO,0,0,0,0,0,0,0,0,0,0,0,0,0.0
ROUBO DE CARGA,1,1,0,0,0,0,0,0,0,0,0,0,2.0
FURTO - OUTROS,132,104,133,132,145,143,135,146,147,150,130,146,1643.0
FURTO DE VEÍCULO,13,28,27,20,22,27,23,37,19,29,40,27,312.0
