Natureza,Janeiro,Fevereiro,Marco,Abril,Maio,Junho,Julho,Agosto,Setembro,Outubro,Novembro,Dezembro,Total
HOMICÍDIO DOLOSO (2),0,0,0,1,2,0,0,0,0,0,0,1,4
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO (3),0,0,0,1,0,0,0,0,0,0,0,1,2
HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,0,0,0,0,0,0,0,0,0,0,0,0,0
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,0,0,0,0,0,0,0,0,0,0,0,0,0
HOMICÍDIO CULPOSO POR ACIDENTE DE TRÂNSITO,0,0,1,1,0,0,0,0,0,0,0,0,2
HOMICÍDIO CULPOSO OUTROS,0,0,0,0,0,0,0,0,0,0,0,0,0
TENTATIVA DE HOMICÍDIO,2,4,0,0,1,2,1,0,0,1,3,2,16
LESÃO CORPORAL SEGUIDA DE MORTE,0,0,0,0,0,0,0,0,0,0,0,0,0
LESÃO CORPORAL DOLOSA,34,31,31,27,33,31,20,11,6,29,21,22,296
LESÃO CORPORAL CULPOSA POR ACIDENTE DE TRÂNSITO,8,8,12,9,11,6,8,12,7,13,8,5,107
LESÃO CORPORAL CULPOSA - OUTRAS,0,1,1,0,3,1,0,1,3,0,2,0,12
LATROCÍNIO,0,0,0,0,0,0,0,0,0,0,0,0,0
Nº DE VÍTIMAS EM LATROCÍNIO,0,0,0,0,0,0,0,0,0,0,0,0,0
TOTAL DE ESTUPRO (4),0,1,0,0,0,0,0,0,0,0,0,0,1
TOTAL DE ROUBO - OUTROS (1),26,26,34,34,50,40,43,32,29,49,25,26,414
ROUBO DE VEÍCULO,2,5,9,7,6,5,12,9,5,8,6,6,80
ROUBO A BANCO,0,0,0,0,0,0,0,0,0,1,0,0,1
ROUBO DE CARGA,0,1,1,0,3,3,3,3,1,1,2,1,19
FURTO - OUTROS,56,74,82,75,92,86,69,79,77,74,71,53,888
FURTO DE VEÍCULO,19,9,18,24,21,14,26,19,22,19,21,6,218
